task,truth
1,1
36,0
53,0
109,0
111,0
155,0
195,0
221,0
226,0
231,0
232,0
260,0
291,0
299,1
314,0
322,0
454,0
490,0
516,0
524,0
526,1
531,0
550,0
591,0
647,0
655,0
660,0
674,0
694,0
716,0
729,0
735,0
762,1
774,0
874,1
893,0
916,1
925,0
931,0
939,0
940,0
957,0
969,0
985,1
987,0
990,0
1009,0
1015,0
1038,1
1043,0
1066,0
1067,0
1137,0
1140,0
1167,0
1186,0
1207,0
1231,0
1236,0
1239,0
1270,0
1299,0
1315,0
1317,0
1356,1
1377,0
1396,1
1414,0
1419,0
1429,0
1449,0
1473,0
1475,0
1490,0
1492,0
1516,0
1517,1
1528,0
1541,0
1547,0
1563,0
1564,0
1585,0
1607,0
1645,0
1662,1
1744,0
1766,0
1793,0
1805,0
1823,1
1847,0
1882,0
1884,0
1924,1
1927,1
1942,0
1959,0
1994,1
1996,0
