task,truth
4,0
8,0
21,0
57,1
69,0
78,1
80,1
93,0
94,0
95,0
100,1
128,0
131,0
139,0
141,0
160,0
244,0
290,0
338,0
360,0
361,0
374,0
377,0
395,0
411,0
471,0
494,0
505,0
509,0
512,0
515,0
541,0
555,0
595,0
597,0
609,0
627,0
643,0
700,0
702,0
715,0
748,1
848,0
889,0
890,0
894,0
898,0
899,0
901,0
906,0
981,0
1003,0
1198,0
1255,0
1261,1
1295,0
1297,0
1306,1
1313,0
1342,0
1358,0
1374,0
1395,0
1402,0
1411,0
1441,0
1460,0
1470,0
1525,0
1539,0
1558,0
1579,0
1583,0
1588,0
1598,0
1602,1
1614,0
1635,0
1644,0
1646,0
1657,0
1658,0
1677,0
1690,0
1723,0
1738,0
1750,0
1757,0
1804,0
1826,1
1827,0
1841,0
1855,0
1862,0
1902,0
1930,0
1936,0
1951,0
1953,1
1962,0
