task,truth
15,0
25,0
28,0
33,0
79,0
83,0
99,0
140,0
163,0
222,0
230,0
238,0
262,0
288,0
295,0
339,0
342,0
350,0
356,0
388,1
415,0
429,0
435,1
437,0
438,0
442,0
457,0
461,0
533,0
537,0
543,0
546,0
640,0
650,0
656,0
686,0
803,0
830,0
843,0
857,0
858,0
883,0
888,0
917,0
919,0
936,0
959,0
974,1
1005,0
1031,0
1037,0
1047,0
1084,0
1085,1
1092,0
1094,0
1141,0
1158,1
1188,0
1193,0
1200,0
1212,0
1218,0
1262,0
1326,0
1333,0
1352,0
1363,0
1440,0
1443,0
1450,0
1458,0
1463,1
1466,0
1469,1
1523,0
1532,0
1612,0
1666,0
1672,0
1676,0
1682,0
1717,0
1722,0
1726,1
1731,0
1733,0
1759,0
1760,1
1763,0
1808,0
1809,0
1810,0
1816,0
1887,1
1888,0
1901,0
1931,0
1937,0
1973,0
