task,truth
40,0
59,1
61,0
63,0
95,0
115,0
116,0
150,0
153,0
189,0
193,0
197,0
253,0
279,0
304,0
318,0
324,0
331,0
334,0
340,0
386,0
396,0
428,0
453,0
485,1
517,0
534,0
537,0
554,0
561,0
567,0
576,0
577,0
592,0
614,0
621,0
628,0
640,0
678,1
708,0
713,1
728,0
731,1
735,0
753,0
797,0
819,0
833,0
851,0
874,1
875,0
877,0
913,0
928,0
929,0
935,0
1046,0
1052,0
1060,0
1081,0
1096,0
1106,1
1122,1
1161,0
1176,0
1185,0
1205,0
1218,0
1291,0
1310,0
1381,0
1383,0
1384,0
1409,0
1410,0
1433,0
1447,0
1481,1
1497,0
1541,0
1553,0
1565,0
1602,1
1611,0
1675,0
1689,0
1699,0
1702,0
1712,0
1734,0
1767,0
1806,0
1819,0
1823,1
1833,0
1868,1
1876,0
1895,0
1927,1
1985,0
