task,truth
39,0
58,0
84,0
144,1
167,0
169,0
182,0
211,0
213,0
288,0
297,0
309,0
344,0
370,0
374,0
381,0
387,1
401,0
404,0
438,0
441,1
481,0
502,0
514,1
556,0
602,0
618,0
624,0
627,0
657,0
679,0
715,0
716,0
741,0
743,0
755,0
772,0
773,0
786,0
804,0
816,0
834,0
835,0
837,0
838,0
843,0
895,0
900,0
908,0
912,1
976,0
1005,0
1034,1
1172,0
1173,1
1201,0
1208,0
1213,0
1241,0
1246,1
1259,0
1275,0
1321,0
1333,0
1348,0
1361,0
1368,1
1382,0
1387,0
1432,0
1461,0
1484,0
1488,0
1502,0
1529,1
1576,0
1582,0
1606,0
1616,0
1682,0
1716,1
1720,0
1736,0
1765,0
1771,0
1776,0
1786,0
1794,0
1803,1
1844,0
1869,0
1877,1
1886,1
1893,0
1896,1
1899,0
1909,0
1959,0
1969,0
1981,0
