task,truth
3,0
15,0
17,0
52,1
77,0
117,1
165,0
188,1
247,0
281,0
294,0
322,0
338,0
339,0
353,0
359,0
361,0
365,0
375,0
384,0
400,0
407,0
460,0
466,0
478,0
489,0
500,0
512,0
513,0
525,0
526,1
535,0
550,0
559,1
575,0
603,0
637,0
647,0
651,0
672,0
697,0
707,0
724,0
737,0
757,0
760,0
776,0
783,0
787,0
807,0
808,1
827,0
829,0
853,0
855,0
861,0
889,0
893,0
907,0
911,0
914,0
924,0
925,0
945,1
997,0
1014,0
1048,0
1127,0
1148,0
1215,0
1230,0
1233,0
1248,1
1256,0
1283,0
1297,0
1328,0
1346,0
1358,0
1397,0
1416,0
1438,0
1466,0
1485,0
1487,0
1491,1
1580,0
1588,0
1648,0
1658,0
1738,0
1746,0
1749,0
1807,0
1812,0
1864,0
1925,0
1928,0
1995,1
1997,0
