worker,task,answer
1.0,2,1
1.0,6,1
1.0,7,0
1.0,8,1
1.0,15,1
1.0,16,0
1.0,20,1
1.0,22,0
1.0,24,1
1.0,29,1
1.0,32,0
1.0,38,1
1.0,39,1
1.0,43,1
1.0,47,0
6.0,7,1
6.0,10,0
6.0,15,0
6.0,16,1
6.0,19,1
6.0,24,1
6.0,28,1
6.0,29,1
6.0,31,0
6.0,48,0
12.0,5,0
12.0,15,0
12.0,21,0
12.0,26,1
12.0,28,1
12.0,36,1
12.0,37,1
12.0,40,1
12.0,49,1
14.0,3,1
14.0,6,1
14.0,9,1
14.0,13,1
14.0,14,1
14.0,18,0
14.0,23,1
14.0,30,1
14.0,36,1
14.0,41,0
14.0,43,1
14.0,45,0
20.0,3,1
20.0,5,1
20.0,8,1
20.0,9,1
20.0,11,1
20.0,15,1
20.0,17,0
20.0,20,0
20.0,22,0
20.0,24,1
20.0,26,1
20.0,31,1
20.0,33,0
20.0,38,0
20.0,39,1
20.0,41,0
20.0,43,0
20.0,46,0
20.0,48,0
28.0,0,1
28.0,1,1
28.0,4,1
28.0,6,1
28.0,10,0
28.0,26,1
28.0,33,1
28.0,36,0
28.0,39,1
28.0,43,0
28.0,46,1
28.0,49,1
34.0,1,0
34.0,8,1
34.0,10,0
34.0,11,1
34.0,15,0
34.0,19,0
34.0,21,0
34.0,23,0
34.0,27,0
34.0,29,1
34.0,32,0
34.0,33,1
34.0,36,0
34.0,38,0
34.0,40,0
34.0,43,1
34.0,44,0
35.0,0,1
35.0,2,0
35.0,3,0
35.0,4,0
35.0,5,0
35.0,6,1
35.0,10,0
35.0,12,1
35.0,17,1
35.0,21,0
35.0,22,0
35.0,26,0
35.0,31,0
35.0,36,1
35.0,37,1
35.0,38,0
35.0,44,1
35.0,46,1
35.0,48,1
37.0,0,1
37.0,1,1
37.0,3,0
37.0,6,1
37.0,15,1
37.0,17,0
37.0,25,0
37.0,28,1
37.0,34,1
37.0,37,1
37.0,39,1
37.0,40,1
37.0,44,0
37.0,46,0
41.0,0,0
41.0,1,1
41.0,4,1
41.0,5,0
41.0,6,0
41.0,11,0
41.0,13,1
41.0,16,1
41.0,17,0
41.0,26,0
41.0,27,0
41.0,28,0
41.0,29,0
41.0,33,1
41.0,41,0
42.0,0,0
42.0,2,0
42.0,3,1
42.0,6,1
42.0,10,1
42.0,11,0
42.0,12,0
42.0,14,1
42.0,21,1
42.0,23,1
42.0,24,0
42.0,28,0
42.0,29,0
42.0,33,0
42.0,34,1
42.0,37,1
42.0,38,0
42.0,44,0
42.0,47,0
42.0,49,0
45.0,0,0
45.0,8,0
45.0,10,1
45.0,13,1
45.0,17,1
45.0,21,1
45.0,22,1
45.0,24,1
45.0,32,0
45.0,33,0
45.0,38,1
45.0,39,0
45.0,42,1
45.0,44,0
45.0,46,1
45.0,49,0
46.0,0,0
46.0,3,0
46.0,4,1
46.0,5,1
46.0,6,1
46.0,9,1
46.0,10,1
46.0,17,0
46.0,21,0
46.0,24,0
46.0,27,1
46.0,30,1
46.0,36,1
46.0,38,1
46.0,42,0
46.0,46,0
54.0,2,1
54.0,3,1
54.0,5,0
54.0,9,1
54.0,10,1
54.0,11,0
54.0,17,1
54.0,19,1
54.0,24,0
54.0,26,0
54.0,28,0
54.0,31,0
54.0,32,0
54.0,34,0
54.0,37,1
54.0,38,0
54.0,40,0
54.0,43,1
54.0,44,0
54.0,48,1
56.0,2,0
56.0,4,0
56.0,7,1
56.0,11,0
56.0,16,1
56.0,17,0
56.0,25,0
56.0,26,1
56.0,27,1
56.0,31,0
56.0,32,1
56.0,42,0
56.0,47,0
56.0,49,1
63.0,1,1
63.0,7,1
63.0,11,1
63.0,16,1
63.0,17,0
63.0,20,1
63.0,21,0
63.0,22,0
63.0,25,1
63.0,43,0
63.0,45,1
63.0,47,0
63.0,48,1
65.0,0,1
65.0,2,1
65.0,3,1
65.0,5,0
65.0,6,1
65.0,7,0
65.0,11,1
65.0,22,1
65.0,27,1
65.0,29,1
65.0,44,1
65.0,46,0
67.0,0,0
67.0,7,0
67.0,8,0
67.0,9,1
67.0,12,0
67.0,14,1
67.0,21,0
67.0,35,0
67.0,47,0
70.0,0,0
70.0,3,1
70.0,6,0
70.0,10,0
70.0,16,0
70.0,19,1
70.0,20,0
70.0,22,1
70.0,26,1
70.0,27,1
70.0,29,0
70.0,30,1
70.0,37,1
70.0,40,0
70.0,42,0
70.0,46,1
70.0,47,1
70.0,48,0
72.0,1,1
72.0,4,1
72.0,6,0
72.0,8,0
72.0,9,1
72.0,10,0
72.0,11,0
72.0,13,0
72.0,23,1
72.0,24,1
72.0,25,0
72.0,27,0
