task,truth
28,0
49,0
77,0
95,0
126,0
134,1
143,0
149,0
162,0
167,0
194,0
222,0
232,0
235,0
252,1
255,1
257,1
307,0
330,0
333,0
339,0
392,0
409,0
436,0
441,1
444,1
456,0
503,1
536,0
578,0
593,0
603,0
605,0
657,0
667,0
678,1
681,0
707,0
714,0
753,0
777,0
820,0
847,0
856,1
925,0
939,0
953,0
986,0
1014,0
1020,0
1057,0
1059,0
1060,0
1095,0
1136,0
1160,0
1194,0
1203,1
1236,0
1259,0
1275,0
1298,0
1302,0
1303,1
1307,0
1321,0
1323,0
1326,0
1379,0
1388,0
1401,0
1412,1
1459,0
1507,0
1517,1
1534,0
1538,0
1565,0
1567,0
1587,0
1609,0
1641,0
1720,0
1738,0
1745,0
1750,0
1766,0
1775,0
1798,0
1834,0
1870,0
1891,0
1899,0
1900,0
1906,0
1927,1
1957,0
1964,0
1965,0
1989,0
