task,truth
35,0
42,0
68,0
120,0
132,0
153,0
175,0
184,0
200,0
273,0
295,0
306,1
323,0
385,0
435,1
438,0
493,0
520,0
539,0
549,0
551,0
552,0
564,0
569,1
579,0
656,0
663,0
686,0
715,0
737,0
754,1
783,0
789,0
795,0
801,0
825,0
912,1
913,0
935,0
963,0
998,0
1011,0
1018,1
1081,0
1083,0
1090,1
1108,0
1117,0
1125,0
1127,0
1162,0
1171,0
1176,0
1189,0
1193,0
1219,0
1250,0
1297,0
1303,1
1319,1
1321,0
1344,0
1374,0
1388,0
1393,0
1430,0
1435,0
1446,0
1457,0
1497,0
1509,0
1520,0
1534,0
1551,0
1560,0
1561,0
1566,0
1575,0
1596,1
1612,0
1614,0
1643,0
1670,0
1679,0
1731,0
1734,0
1736,0
1760,1
1796,0
1802,0
1808,0
1831,0
1834,0
1846,0
1869,0
1879,1
1910,0
1948,0
1973,0
1976,1
