task,truth
7,0
14,0
44,0
90,0
102,0
106,1
139,0
149,0
162,0
166,0
168,1
188,1
206,0
223,0
268,0
283,0
291,0
292,0
293,0
320,0
324,0
336,0
359,0
378,0
417,0
440,0
456,0
522,0
582,0
604,0
608,0
614,0
670,0
674,0
675,0
699,0
713,1
730,0
734,0
748,1
760,0
777,0
798,0
820,0
879,0
921,0
964,0
972,0
1003,0
1014,0
1094,0
1128,0
1156,0
1158,1
1213,0
1221,1
1222,0
1227,0
1233,0
1235,0
1236,0
1244,0
1274,0
1329,1
1351,0
1354,0
1373,0
1403,0
1427,0
1462,0
1484,0
1492,0
1495,0
1507,0
1556,0
1562,0
1599,0
1600,0
1650,0
1658,0
1659,0
1661,0
1678,1
1697,0
1698,0
1735,0
1741,0
1762,0
1783,0
1789,1
1799,0
1803,1
1837,1
1839,0
1861,1
1862,0
1870,0
1889,1
1917,0
1934,0
