task,truth
55,0
73,0
81,0
95,0
97,0
116,0
126,0
130,0
197,0
225,0
226,0
269,0
270,0
290,0
294,0
296,0
310,1
311,0
316,1
326,0
350,0
372,0
380,0
382,0
384,0
387,1
397,0
398,0
426,0
437,0
496,0
577,0
580,0
595,0
607,0
647,0
654,1
667,0
677,0
723,0
725,0
758,0
766,0
792,0
800,0
806,0
808,1
823,0
838,0
876,0
894,0
908,0
917,0
920,0
1001,0
1008,0
1010,0
1035,0
1039,0
1042,0
1062,0
1082,0
1106,1
1121,0
1129,0
1148,0
1173,1
1198,0
1215,0
1263,1
1299,0
1310,0
1350,0
1392,0
1454,0
1469,1
1478,0
1505,0
1522,0
1538,0
1540,0
1573,0
1632,1
1637,0
1652,0
1672,0
1750,0
1755,0
1772,0
1814,0
1817,0
1822,0
1865,0
1873,0
1903,0
1926,1
1947,0
1974,0
1978,0
1997,0
