task,truth
49,0
51,0
109,0
111,0
120,0
164,0
165,0
194,0
196,0
197,0
198,0
223,0
269,0
285,0
323,0
416,0
422,0
435,1
462,0
479,0
480,0
519,0
566,0
587,0
589,1
596,0
604,0
616,0
635,0
642,0
644,0
660,0
683,0
708,0
728,0
741,0
751,0
826,0
853,0
863,0
880,0
906,0
925,0
937,0
959,0
961,0
1021,1
1070,0
1087,0
1100,0
1142,0
1145,0
1152,0
1197,0
1208,0
1216,1
1233,0
1270,0
1298,0
1301,0
1317,0
1334,0
1359,0
1381,0
1395,0
1403,0
1412,1
1464,0
1487,0
1499,0
1502,0
1519,0
1520,0
1538,0
1566,0
1580,0
1591,0
1597,0
1603,0
1622,1
1654,0
1658,0
1665,0
1666,0
1684,0
1685,1
1723,0
1791,1
1793,0
1811,1
1815,0
1826,1
1848,0
1853,0
1854,0
1867,0
1888,0
1899,0
1953,1
1976,1
