task,truth
6,0
24,0
96,0
98,0
157,0
259,0
279,0
299,1
327,0
331,0
354,0
377,0
382,0
396,0
457,0
474,0
491,0
493,0
514,1
532,0
565,0
607,0
661,0
664,0
667,0
669,0
720,0
726,0
757,0
764,0
788,0
799,0
820,0
842,0
847,0
887,1
888,0
923,0
933,0
977,0
1026,0
1047,0
1077,0
1094,0
1099,1
1114,0
1122,1
1130,0
1158,1
1160,0
1203,1
1219,0
1223,0
1245,0
1247,0
1263,1
1341,1
1369,0
1373,0
1390,0
1414,0
1423,0
1433,0
1450,0
1451,0
1452,1
1483,0
1494,0
1511,1
1514,0
1525,0
1558,0
1577,0
1579,0
1587,0
1611,0
1616,0
1618,0
1630,0
1650,0
1657,0
1662,1
1668,0
1680,0
1704,0
1721,0
1722,0
1727,0
1729,1
1766,0
1807,0
1821,0
1831,0
1849,0
1884,0
1901,0
1940,0
1964,0
1968,0
1992,0
