task,truth
69,0
92,0
101,1
107,0
114,0
116,0
134,1
146,0
174,0
195,0
199,0
213,0
233,1
275,0
286,1
330,0
366,0
380,0
387,1
421,0
426,0
482,1
486,0
490,0
494,0
552,0
572,0
574,0
575,0
583,0
585,0
590,0
599,1
606,0
625,0
634,0
671,0
711,0
718,0
722,0
770,1
905,0
919,0
935,0
964,0
968,0
973,0
996,0
998,0
1001,0
1007,0
1008,0
1028,0
1051,0
1068,0
1085,1
1090,1
1118,0
1120,0
1134,0
1140,0
1157,0
1166,0
1174,0
1179,0
1180,0
1212,0
1225,0
1231,0
1238,0
1278,0
1297,0
1309,0
1325,0
1350,0
1354,0
1379,0
1426,1
1428,0
1442,0
1445,0
1453,0
1457,0
1554,0
1664,0
1672,0
1695,0
1698,0
1702,0
1728,0
1755,0
1776,0
1812,0
1857,1
1879,1
1891,0
1900,0
1930,0
1969,0
1994,1
