task,truth
10,0
18,0
30,0
38,0
70,0
83,0
135,1
185,0
200,0
219,0
227,1
273,0
280,0
311,0
337,0
346,0
370,0
378,0
385,0
388,1
401,0
411,0
427,0
438,0
458,0
461,0
468,0
511,0
513,0
533,0
542,0
544,0
555,0
563,1
576,0
612,0
649,0
694,0
710,0
738,0
747,0
748,1
771,0
790,0
801,0
849,0
854,0
859,0
900,0
936,0
949,0
957,0
970,0
1009,0
1034,1
1042,0
1084,0
1147,0
1150,0
1169,0
1185,0
1205,0
1227,0
1244,0
1269,0
1272,0
1283,0
1329,1
1346,0
1358,0
1440,0
1441,0
1465,0
1490,0
1557,0
1561,0
1590,0
1598,0
1599,0
1605,0
1621,0
1627,0
1629,0
1640,0
1655,1
1748,0
1772,0
1788,0
1803,1
1808,0
1814,0
1832,0
1845,0
1863,0
1866,0
1890,0
1947,0
1972,0
1973,0
1993,0
