task,truth
32,0
35,0
36,0
42,0
46,0
50,0
75,0
78,1
126,0
137,0
144,1
168,1
186,0
190,0
255,1
283,0
288,0
325,0
348,0
349,1
363,0
376,0
379,0
393,0
428,0
430,0
433,0
446,0
496,0
523,0
548,0
553,0
561,0
573,0
577,0
613,0
619,0
655,0
672,0
680,0
691,0
698,0
716,0
730,0
735,0
743,0
749,1
786,0
792,0
811,0
813,0
834,0
865,0
913,0
931,0
962,0
983,0
990,0
1010,0
1056,0
1060,0
1064,0
1101,0
1149,0
1171,0
1175,1
1193,0
1240,0
1273,0
1274,0
1284,0
1302,0
1311,0
1328,0
1367,0
1376,0
1407,0
1416,0
1435,0
1446,0
1488,0
1542,0
1559,0
1560,0
1582,0
1584,0
1589,0
1631,1
1682,0
1693,0
1715,1
1764,0
1785,0
1797,0
1839,0
1946,0
1948,0
1962,0
1983,0
1996,0
