task,truth
19,0
20,0
31,0
34,0
39,0
72,0
73,0
117,1
171,0
176,0
208,0
225,0
306,1
336,0
358,0
369,0
389,0
406,0
409,0
445,0
463,0
483,0
509,0
510,0
517,0
541,0
545,0
546,0
633,0
684,0
704,0
705,0
717,0
755,0
763,1
841,0
861,0
877,0
883,0
924,0
938,0
944,0
954,0
1054,0
1057,0
1078,0
1092,0
1098,0
1124,0
1133,0
1143,1
1156,0
1172,0
1186,0
1210,0
1262,0
1287,0
1318,0
1343,0
1356,1
1365,0
1368,1
1392,0
1398,0
1405,0
1418,0
1438,0
1454,0
1474,0
1527,0
1552,0
1556,0
1575,0
1669,0
1679,0
1690,0
1720,0
1730,0
1768,0
1775,0
1795,1
1802,0
1823,1
1827,0
1835,0
1836,0
1855,0
1861,1
1875,1
1892,0
1904,0
1910,0
1913,0
1916,0
1931,0
1937,0
1944,0
1954,0
1977,1
1978,0
