task,truth
8,0
11,0
26,0
27,0
37,0
48,0
91,0
140,0
150,0
167,0
177,1
198,0
209,0
225,0
226,0
249,0
282,0
316,1
331,0
340,0
360,0
392,0
393,0
406,0
408,0
418,0
471,0
497,0
507,0
517,0
519,0
538,0
551,0
557,0
559,1
625,0
628,0
641,0
649,0
681,0
697,0
706,0
724,0
726,0
795,0
853,0
860,0
864,0
872,0
916,1
933,0
936,0
949,0
953,0
970,0
995,0
1007,0
1023,0
1041,0
1091,1
1121,0
1131,1
1141,0
1143,1
1144,1
1158,1
1166,0
1213,0
1237,0
1246,1
1249,0
1251,0
1261,1
1287,0
1289,1
1324,0
1338,0
1387,0
1438,0
1483,0
1502,0
1532,0
1608,0
1645,0
1655,1
1668,0
1717,0
1731,0
1746,0
1759,0
1787,0
1816,0
1830,0
1842,0
1855,0
1878,0
1911,0
1932,0
1952,0
1968,0
