task,truth
4,0
59,1
64,0
67,0
75,0
103,0
165,0
172,0
176,0
219,0
303,0
361,0
369,0
376,0
428,0
431,0
434,0
435,1
450,0
468,0
477,0
486,0
489,0
523,0
536,0
647,0
652,0
660,0
671,0
686,0
712,0
762,1
772,0
792,0
818,0
832,0
835,0
847,0
854,0
873,0
928,0
940,0
1029,1
1036,0
1045,0
1148,0
1165,0
1180,0
1192,0
1202,0
1212,0
1219,0
1223,0
1240,0
1250,0
1262,0
1308,0
1323,0
1347,0
1356,1
1365,0
1373,0
1377,0
1386,0
1436,0
1461,0
1478,0
1479,0
1505,0
1543,0
1575,0
1586,0
1587,0
1589,0
1610,0
1612,0
1626,0
1635,0
1659,0
1688,0
1693,0
1696,0
1736,0
1740,0
1781,0
1782,0
1788,0
1792,0
1834,0
1836,0
1852,0
1866,0
1890,0
1903,0
1942,0
1951,0
1963,0
1964,0
1981,0
1986,0
