task,truth
6,0
13,1
42,0
71,0
84,0
129,0
164,0
204,0
212,0
234,0
314,0
320,0
352,0
390,0
393,0
396,0
415,0
440,0
442,0
444,1
465,0
499,0
501,0
563,1
571,0
586,1
615,0
621,0
629,0
637,0
641,0
653,0
674,0
680,0
711,0
714,0
716,0
741,0
760,0
768,0
803,0
839,0
883,0
956,0
999,0
1016,1
1017,1
1032,1
1071,0
1116,0
1120,0
1144,1
1150,0
1153,0
1160,0
1162,0
1213,0
1241,0
1281,0
1286,1
1336,0
1341,1
1379,0
1388,0
1398,0
1412,1
1418,0
1419,0
1453,0
1460,0
1470,0
1482,1
1513,0
1520,0
1523,0
1525,0
1529,1
1531,1
1544,1
1592,0
1609,0
1664,0
1671,0
1676,0
1700,0
1703,0
1706,0
1716,1
1729,1
1734,0
1787,0
1821,0
1866,0
1892,0
1922,0
1928,0
1954,0
1969,0
1971,0
1997,0
