worker,value
0,0.6641979421777459
1,0.8093208080750158
2,0.7854779780319622
3,0.639217532540114
4,0.6673977958064357
5,0.42863854562051806
6,0.6887520109280405
7,0.5554994931440619
8,0.6291751063912934
9,0.5449257672122556
10,0.7948655501228353
11,0.49717840408292024
12,0.4441673916405088
13,0.5132219699173007
14,0.6434078518285653
15,0.6261116002800938
16,0.5831534525445755
17,0.47334450643450116
18,0.8667285775776707
19,0.5992546463817158
20,0.711882924922517
21,0.485757877993332
22,0.47806833903142254
23,0.5872408603784113
24,0.3941057219451505
25,0.5484208050318357
26,0.643015858465225
27,0.5812603295554882
28,0.4507406076267857
29,0.6210452012884201
30,0.5674424239790422
31,0.49274300822207273
32,0.6124226592105869
33,0.5066710395350662
34,0.4633747736894416
35,0.5714629859386738
36,0.6641629298410033
37,0.7531950257593731
38,0.5146319567422053
39,0.6435789066639415
40,0.47687578711389955
41,0.473187516782522
42,0.6029699277913955
43,0.6140299948884527
44,0.5064925120304777
45,0.5321942212651284
46,0.6973841854043106
47,0.5104382932098359
48,0.7397216288713089
49,0.7282371747445661
50,0.6483292623189025
51,0.5928861302461322
52,0.5422695213575526
53,0.5825916532851472
54,0.7938904960428675
55,0.41819403891020945
56,0.5487080953841669
57,0.6046152631338523
58,0.5964313141784727
59,0.7723930509958893
60,0.6991505530915382
61,0.5239896028378105
62,0.591271475493001
63,0.7386863172304643
64,0.6056394067592649
65,0.6113596716015327
66,0.5865363245289077
67,0.5860273149536639
68,0.5438714058369473
69,0.571198208870651
70,0.5654271332035321
71,0.6581984243873433
72,0.6826705189507085
73,0.5213646596237203
74,0.46794679815964446
75,0.5402924457551166
76,0.6069611698803573
77,0.5793259123473972
78,0.5191974887912391
79,0.3737948650406691
80,0.6257117857557216
81,0.5887028468725465
82,0.6048091176709042
83,0.574096386190736
84,0.4558899853409436
85,0.41090163318583783
86,0.5699335619693702
87,0.6461251561902402
88,0.6197312593816425
89,0.49773910429021967
90,0.4218434133400114
91,0.41130578626229264
92,0.5410462586547126
93,0.4501643214653005
94,0.7354493487637308
95,0.6419307590722884
96,0.6721502997960305
97,0.8316429349641641
98,0.6319511292866362
99,0.5418337846602184
100,0.45738882410229564
101,0.6931616723109549
102,0.6484171598683349
103,0.589660146317978
104,0.5645496680822859
105,0.5639388873656883
106,0.6048989031949551
107,0.6260072968732459
108,0.4815006368636661
109,0.6548924216022185
110,0.7073968802996228
111,0.6391197129880406
112,0.34583490993177746
113,0.7731095661622391
114,0.6673711044695925
115,0.39818478319229234
116,0.5757926471374998
117,0.6405064790424758
118,0.6623089903889738
119,0.4739702221826073
120,0.7010289169316146
121,0.6028188724717805
122,0.6360141384801995
123,0.45897828965095644
124,0.7160672276581219
125,0.6911566277638485
126,0.6575691651947198
127,0.2516159367324052
128,0.53595411287674
129,0.6220677688520987
130,0.7324990999690232
131,0.4320999487860473
132,0.5093962597211869
133,0.6207824060798532
134,0.5131471962823424
135,0.5877656181508041
136,0.5047294072668242
137,0.5568634383802054
138,0.51848713863049
139,0.5724943145587552
140,0.5077328693331987
141,0.6197081090552117
142,0.6550687721562585
143,0.6598682487097668
144,0.6274122612292443
145,0.6478777321189351
146,0.6413774218324458
147,0.665895932583339
148,0.6170090027939348
149,0.5290056095485619
