worker,task,answer
1.0,1,0
1.0,3,1
1.0,4,0
1.0,10,1
1.0,17,1
1.0,20,1
1.0,25,1
1.0,31,0
10.0,3,1
10.0,4,0
10.0,6,1
10.0,8,0
10.0,17,0
10.0,27,0
10.0,29,0
10.0,31,1
10.0,34,1
10.0,36,1
10.0,37,1
12.0,2,1
12.0,7,0
12.0,8,0
12.0,10,0
12.0,14,1
12.0,18,1
12.0,21,1
12.0,24,1
12.0,27,1
12.0,29,0
12.0,33,1
12.0,39,1
12.0,45,0
14.0,0,1
14.0,3,1
14.0,6,0
14.0,9,1
14.0,12,1
14.0,14,1
14.0,20,0
14.0,24,1
14.0,26,1
14.0,28,0
14.0,38,1
15.0,7,1
15.0,10,1
15.0,15,0
15.0,21,1
15.0,31,0
15.0,40,0
15.0,46,1
15.0,47,0
18.0,1,1
18.0,8,0
18.0,13,0
18.0,14,0
18.0,21,0
18.0,38,0
18.0,48,1
28.0,0,0
28.0,2,0
28.0,22,0
28.0,24,1
28.0,28,0
28.0,37,0
28.0,41,1
28.0,43,1
28.0,44,1
28.0,46,1
28.0,47,1
28.0,49,0
30.0,5,0
30.0,8,0
30.0,13,0
30.0,14,0
30.0,17,1
30.0,19,1
30.0,20,1
30.0,21,0
30.0,22,1
30.0,27,0
30.0,34,0
30.0,35,1
30.0,41,0
30.0,42,1
30.0,43,1
31.0,7,1
31.0,10,0
31.0,12,1
31.0,19,1
31.0,22,0
31.0,23,0
31.0,39,1
31.0,43,0
31.0,48,1
34.0,8,0
34.0,10,0
34.0,12,0
34.0,14,1
34.0,15,1
34.0,21,0
34.0,23,1
34.0,26,0
34.0,31,1
43.0,1,1
43.0,2,0
43.0,4,0
43.0,21,1
43.0,31,0
43.0,33,1
43.0,38,0
43.0,41,0
43.0,44,0
43.0,45,1
43.0,48,1
43.0,49,0
44.0,3,1
44.0,5,0
44.0,10,1
44.0,22,1
44.0,30,1
44.0,33,0
47.0,5,0
47.0,17,1
47.0,18,0
47.0,24,1
47.0,27,1
47.0,33,0
47.0,34,1
47.0,35,0
47.0,44,1
47.0,48,1
57.0,0,1
57.0,5,0
57.0,15,0
57.0,24,1
57.0,26,0
57.0,36,0
57.0,40,0
57.0,47,0
58.0,12,1
58.0,13,1
58.0,14,0
58.0,17,0
