task,truth
8,0
50,0
149,0
243,0
258,0
285,0
295,0
302,1
305,0
308,0
313,0
390,0
406,0
407,0
415,0
460,0
516,0
517,0
535,0
544,0
574,0
592,0
597,0
602,0
612,0
623,0
636,0
640,0
668,0
674,0
717,0
743,0
795,0
801,0
805,0
813,0
835,0
850,0
861,0
863,0
868,0
870,0
912,1
941,0
965,0
977,0
992,1
1001,0
1010,0
1034,1
1051,0
1056,0
1086,0
1096,0
1109,0
1115,1
1125,0
1152,0
1217,0
1220,1
1222,0
1235,0
1264,0
1268,0
1278,0
1295,0
1334,0
1346,0
1354,0
1368,1
1386,0
1415,0
1461,0
1506,0
1582,0
1602,1
1603,0
1627,0
1709,0
1721,0
1738,0
1744,0
1765,0
1776,0
1787,0
1816,0
1819,0
1821,0
1826,1
1828,0
1832,0
1835,0
1846,0
1853,0
1903,0
1924,1
1950,0
1954,0
1975,0
1988,0
