task,truth
0,0
10,0
11,0
40,0
61,0
64,0
73,0
82,0
142,0
146,0
173,0
178,0
182,0
234,0
248,1
281,0
288,0
290,0
292,0
320,0
370,0
378,0
408,0
426,0
513,0
532,0
545,0
547,1
551,0
563,1
565,0
578,0
596,0
600,0
616,0
628,0
632,0
641,0
648,0
659,0
736,0
741,0
747,0
777,0
860,0
873,0
884,0
894,0
917,0
926,0
949,0
996,0
1018,1
1069,0
1102,0
1128,0
1153,0
1158,1
1165,0
1169,0
1178,0
1184,0
1193,0
1200,0
1213,0
1215,0
1219,0
1245,0
1253,1
1258,0
1282,1
1286,1
1306,1
1312,0
1328,0
1378,0
1383,0
1413,0
1419,0
1455,1
1466,0
1492,0
1494,0
1499,0
1517,1
1543,0
1549,0
1556,0
1578,0
1597,0
1606,0
1692,0
1719,1
1723,0
1737,0
1877,1
1908,0
1913,0
1921,0
1949,0
