worker,task,answer
A2AU1R4ZU1ZJ1A,591,1
A3TO9R1Z7L6PZZ,1923,0
A2AU1R4ZU1ZJ1A,497,0
A2AU1R4ZU1ZJ1A,212,1
A1WCS9A1G451ET,1068,0
A2AU1R4ZU1ZJ1A,1011,1
A3M34FQ1OVNWPG,1731,0
A2YTQZXX709TKL,1720,0
A3QYFK401W415E,114,0
A11SLRXUNTJBJN,1041,0
A3G8NSPRF986WP,1018,1
A3OVORVFL0XDTW,496,0
A2AU1R4ZU1ZJ1A,1068,0
A22075U2VINOZF,365,0
A1KHK2C32M9BER,1706,0
A16CUBQSMYOCD9,1601,0
AS52W5HOMKHLU,837,0
AS52W5HOMKHLU,401,0
A2AU1R4ZU1ZJ1A,1437,1
A2YTQZXX709TKL,1825,1
A2AU1R4ZU1ZJ1A,1647,0
AWAFCJJRHVAJJ,837,0
AWAFCJJRHVAJJ,401,0
A11SLRXUNTJBJN,1414,0
AS52W5HOMKHLU,544,0
A38TVCJD8W9XVP,1601,1
A11SLRXUNTJBJN,1987,0
A3GJG5WDSBJDF9,1180,0
A38TVCJD8W9XVP,1018,1
A3GJG5WDSBJDF9,114,0
A22075U2VINOZF,1825,1
A2AU1R4ZU1ZJ1A,339,1
AWAFCJJRHVAJJ,1987,0
A3OJ1IOB618GL1,1546,1
AWAFCJJRHVAJJ,1123,0
A1K96S33FDRUJW,1613,0
A3G5VXOKAAQ2X5,1041,0
AS52W5HOMKHLU,141,0
A11SLRXUNTJBJN,114,0
A3PT15XRN1X8VE,339,0
A3HB574VTU7ZFQ,1546,0
A3GJG5WDSBJDF9,1825,0
A1K94P4CIXP468,782,1
AWAFCJJRHVAJJ,213,0
A1PX8UYPRGZCO9,1513,0
A2ZSRG20LC3J0C,1249,0
A2J853TSTRPTX7,1613,0
A2ZSRG20LC3J0C,1185,0
A1K96S33FDRUJW,496,0
A2DOANWK20ADX8,1672,0
A1GRVYC1M3TAUB,544,1
A2SKWBR49HEXFY,837,0
A2SKWBR49HEXFY,401,0
A2SQGQ991CEHPJ,544,0
A29P6OAGAIY5B7,1833,1
A29P6OAGAIY5B7,798,1
AWAFCJJRHVAJJ,1823,1
A1PX8UYPRGZCO9,1923,0
A2AU1R4ZU1ZJ1A,1680,0
A2J853TSTRPTX7,1790,0
A2J853TSTRPTX7,623,0
A1K96S33FDRUJW,408,0
A8973OC7HM3Y6,91,0
A2AU1R4ZU1ZJ1A,1860,1
A3HB574VTU7ZFQ,1601,1
A1PX8UYPRGZCO9,1860,0
AWAFCJJRHVAJJ,256,0
A2YCMDV70RH926,295,0
A2YCMDV70RH926,231,0
A2AU1R4ZU1ZJ1A,1861,1
A2AU1R4ZU1ZJ1A,1567,0
A2AU1R4ZU1ZJ1A,534,1
A1PX8UYPRGZCO9,496,0
AWAFCJJRHVAJJ,532,0
AS52W5HOMKHLU,996,0
A2AU1R4ZU1ZJ1A,165,0
ACGDRU48WVNXO,295,1
ACGDRU48WVNXO,231,0
A238AK06DRI5FX,1847,0
A2SKWBR49HEXFY,586,1
A2VLOL5DA4M2T1,1123,0
AS52W5HOMKHLU,591,0
A1VLY9V91HLMWE,651,0
A2AU1R4ZU1ZJ1A,1479,1
A2SKWBR49HEXFY,1514,0
A2VLOL5DA4M2T1,1613,0
AS52W5HOMKHLU,1672,0
A1K96S33FDRUJW,1706,0
A2YCMDV70RH926,1632,0
A11M3WJ9A9KH6A,553,0
A8973OC7HM3Y6,1229,1
A8973OC7HM3Y6,1522,1
ATUMNO19F5R71,1672,0
A2AU1R4ZU1ZJ1A,1318,1
A2AU1R4ZU1ZJ1A,444,1
AS52W5HOMKHLU,1374,0
AWAFCJJRHVAJJ,1847,0
A11M3WJ9A9KH6A,1728,0
AO7W3AV3GOAEY,1437,0
AZVWRI5LQI4K6,712,0
AZVWRI5LQI4K6,1545,0
AOCJFXTIP7H3A,1990,0
A11M3WJ9A9KH6A,712,0
A11M3WJ9A9KH6A,1545,0
AS52W5HOMKHLU,213,0
A1K96S33FDRUJW,1926,1
A2ZSRG20LC3J0C,256,0
AOCJFXTIP7H3A,1334,0
A11SLRXUNTJBJN,1170,1
A3HB574VTU7ZFQ,1728,0
A23HU633Q6EQCN,1546,0
A2SKWBR49HEXFY,553,0
A1K96S33FDRUJW,1068,0
A23HU633Q6EQCN,534,0
AWAFCJJRHVAJJ,122,0
A1K96S33FDRUJW,1873,0
A32U6TE5GJV6FS,488,0
A26T0QJQ6I109E,1185,0
A3HB574VTU7ZFQ,456,0
AWAFCJJRHVAJJ,591,1
A8973OC7HM3Y6,1437,0
A3HB574VTU7ZFQ,1479,0
A39TIEZ3UT6BAS,1192,0
AS52W5HOMKHLU,1731,0
AWAFCJJRHVAJJ,120,0
AWAFCJJRHVAJJ,81,0
A36YQJLJPUBMWS,141,0
AOCJFXTIP7H3A,1720,0
A351NO4K72MAL9,1632,0
A2SKWBR49HEXFY,1414,0
A3M2JHNZ7X8BOC,213,0
AS52W5HOMKHLU,1479,0
ACDN1AKKXZJHD,1873,0
A3HB574VTU7ZFQ,1043,0
A2YTQZXX709TKL,1655,0
A2SKWBR49HEXFY,365,0
AO7W3AV3GOAEY,1873,0
A3OJ1IOB618GL1,408,0
A3HB574VTU7ZFQ,490,0
A3OJ1IOB618GL1,481,0
A1PX8UYPRGZCO9,782,0
A26O4OGE3YI0UX,1045,0
A2ZSRG20LC3J0C,497,0
A3M2JHNZ7X8BOC,1414,0
AWAFCJJRHVAJJ,1906,0
A2SKWBR49HEXFY,1461,0
AO7W3AV3GOAEY,120,0
AO7W3AV3GOAEY,81,0
AS52W5HOMKHLU,586,0
A8973OC7HM3Y6,1018,1
AWAFCJJRHVAJJ,147,0
A26O4OGE3YI0UX,1655,0
A2ZSRG20LC3J0C,1655,0
A1PX8UYPRGZCO9,1249,0
AO7W3AV3GOAEY,523,0
AK3GZE8MPQL4Y,865,1
A36YQJLJPUBMWS,295,0
A36YQJLJPUBMWS,231,0
AWAFCJJRHVAJJ,1229,0
AWAFCJJRHVAJJ,1522,0
A1K96S33FDRUJW,523,0
A32U6TE5GJV6FS,1605,0
AWAFCJJRHVAJJ,212,0
A3HB574VTU7ZFQ,481,0
A1FDET1L71ATI2,165,0
AWAFCJJRHVAJJ,1647,0
A2YTQZXX709TKL,1632,0
AS52W5HOMKHLU,1318,0
AS52W5HOMKHLU,444,1
A1K96S33FDRUJW,339,0
A2SKWBR49HEXFY,512,0
A2ZSRG20LC3J0C,165,0
AI1MC97UIWMXQ,1185,0
A3Q77QSSK08W67,1377,0
A3GXLUKX0QLSJG,1731,0
A2SKWBR49HEXFY,1906,0
A2ZSRG20LC3J0C,1192,0
A2FEWUJ2HG2POI,1318,0
A2FEWUJ2HG2POI,444,1
A3B4ORT34G57U2,1847,0
A2SKWBR49HEXFY,147,0
A3M2JHNZ7X8BOC,147,0
A2ZSRG20LC3J0C,91,0
A1PX8UYPRGZCO9,1728,0
A3M2JHNZ7X8BOC,1381,0
AWAFCJJRHVAJJ,1513,0
AWAFCJJRHVAJJ,490,0
A2SKWBR49HEXFY,1180,0
A2ZSRG20LC3J0C,523,0
A119EX2L0DNN1B,1720,0
A2AU1R4ZU1ZJ1A,1041,1
A26T0QJQ6I109E,1374,0
A2AU1R4ZU1ZJ1A,1461,1
A1XWYB204O7LQY,1923,0
AWAFCJJRHVAJJ,1605,0
A8973OC7HM3Y6,996,0
A2AU1R4ZU1ZJ1A,1123,0
A3M34FQ1OVNWPG,1334,0
A26T0QJQ6I109E,1461,0
A3KF5H88SC7DU6,1860,0
A2AU1R4ZU1ZJ1A,1334,1
A3M34FQ1OVNWPG,1180,0
AWAFCJJRHVAJJ,1374,0
A2AU1R4ZU1ZJ1A,256,0
AWAFCJJRHVAJJ,46,0
A1K96S33FDRUJW,1222,0
A8XZA7QSRBFZS,1249,1
A32U6TE5GJV6FS,1170,1
A2D7UUUB14YFBG,406,1
A2ZSRG20LC3J0C,712,0
A2ZSRG20LC3J0C,1545,0
A2D7UUUB14YFBG,512,1
A8XZA7QSRBFZS,1861,1
A8XZA7QSRBFZS,1567,1
AWAFCJJRHVAJJ,1170,0
A119EX2L0DNN1B,456,0
A2AU1R4ZU1ZJ1A,1790,0
A2AU1R4ZU1ZJ1A,623,1
AWAFCJJRHVAJJ,1377,0
AS52W5HOMKHLU,1926,1
AS52W5HOMKHLU,1605,0
A2AU1R4ZU1ZJ1A,1906,1
A2D7UUUB14YFBG,1192,1
A24DMMOGZSHJFK,1987,0
A2OMIC9WQE3MHS,91,0
A2D7UUUB14YFBG,1744,1
A119EX2L0DNN1B,534,0
A2ZSRG20LC3J0C,1706,0
AWAFCJJRHVAJJ,1790,0
AWAFCJJRHVAJJ,623,0
AWAFCJJRHVAJJ,481,0
A3OVORVFL0XDTW,490,0
A2D7UUUB14YFBG,1833,1
A2D7UUUB14YFBG,798,1
AMB0MI0ETV2QN,1011,0
A39TIEZ3UT6BAS,512,0
