task,truth
86,0
107,0
119,0
136,0
138,0
152,0
154,0
163,0
202,0
232,0
254,0
270,0
286,1
287,0
341,0
375,0
403,0
443,0
459,1
460,0
489,0
493,0
494,0
508,0
521,0
567,0
581,0
613,0
631,0
716,0
722,0
727,0
730,0
738,0
801,0
824,0
825,0
831,0
832,0
839,0
859,0
867,1
877,0
884,0
898,0
926,0
947,0
970,0
1001,0
1015,0
1021,1
1040,1
1041,0
1042,0
1051,0
1067,0
1099,1
1121,0
1132,0
1135,0
1140,0
1165,0
1177,0
1203,1
1208,0
1220,1
1338,0
1350,0
1353,1
1354,0
1364,0
1369,0
1385,0
1386,0
1440,0
1471,0
1474,0
1480,0
1488,0
1506,0
1511,1
1554,0
1564,0
1567,0
1570,0
1572,0
1602,1
1612,0
1671,0
1752,0
1824,0
1825,1
1887,1
1889,1
1911,0
1912,0
1964,0
1972,0
1982,0
1990,0
