task,truth
13,1
14,0
27,0
53,0
68,0
88,0
106,1
112,0
131,0
134,1
189,0
196,0
241,0
264,0
273,0
279,0
309,0
330,0
368,1
382,0
389,0
420,0
471,0
474,0
524,0
542,0
556,0
557,0
561,0
607,0
612,0
634,0
672,0
686,0
708,0
715,0
718,0
734,0
740,0
751,0
771,0
783,0
818,0
820,0
823,0
851,0
922,0
953,0
972,0
1053,0
1075,0
1083,0
1086,0
1098,0
1102,0
1105,0
1142,0
1163,0
1178,0
1198,0
1207,0
1307,0
1339,0
1377,0
1391,0
1396,1
1406,0
1430,0
1495,0
1504,0
1513,0
1515,0
1523,0
1530,0
1550,0
1551,0
1596,1
1605,0
1615,0
1619,0
1680,0
1687,0
1688,0
1695,0
1697,0
1717,0
1735,0
1739,0
1744,0
1762,0
1790,0
1809,0
1815,0
1839,0
1849,0
1868,1
1895,0
1938,0
1943,0
1954,0
