task,truth
2,0
5,1
9,0
52,1
83,0
105,0
117,1
162,0
201,0
226,0
244,0
262,0
298,0
308,0
316,1
318,0
359,0
362,0
364,0
385,0
415,0
442,0
448,0
476,0
480,0
496,0
608,0
614,0
621,0
648,0
671,0
687,1
692,0
712,0
723,0
724,0
736,0
744,1
773,0
816,0
833,0
847,0
855,0
857,0
909,1
955,0
976,0
1000,0
1058,0
1067,0
1068,0
1087,0
1102,0
1111,0
1114,0
1124,0
1127,0
1130,0
1148,0
1166,0
1231,0
1247,0
1267,0
1298,0
1318,0
1347,0
1353,1
1364,0
1379,0
1386,0
1407,0
1419,0
1423,0
1430,0
1493,0
1511,1
1539,0
1554,0
1559,0
1584,0
1596,1
1657,0
1673,0
1679,0
1692,0
1719,1
1725,0
1733,0
1735,0
1746,0
1749,0
1773,1
1805,0
1829,0
1830,0
1846,0
1860,0
1888,0
1921,0
1923,0
