task,truth
21,0
80,1
97,0
134,1
137,0
170,0
174,0
176,0
181,0
185,0
197,0
240,1
281,0
309,0
321,1
398,0
402,0
490,0
506,0
522,0
568,1
581,0
598,0
663,0
685,1
686,0
697,0
721,0
722,0
725,0
745,0
777,0
804,0
807,0
845,0
853,0
874,1
900,0
906,0
914,0
937,0
943,0
965,0
978,0
989,0
998,0
1001,0
1012,0
1037,0
1070,0
1074,0
1096,0
1110,0
1117,0
1119,1
1160,0
1171,0
1182,0
1222,0
1224,0
1228,0
1237,0
1266,1
1268,0
1296,0
1328,0
1337,1
1342,0
1371,0
1387,0
1390,0
1442,0
1455,1
1460,0
1462,0
1478,0
1503,0
1505,0
1542,0
1546,1
1577,0
1581,0
1612,0
1635,0
1638,0
1646,0
1751,1
1753,0
1760,1
1785,0
1811,1
1832,0
1833,0
1847,0
1884,0
1928,0
1961,0
1968,0
1971,0
1997,0
