task,truth
35,0
78,1
80,1
88,0
163,0
201,0
262,0
279,0
298,0
299,1
308,0
323,0
332,0
333,0
336,0
356,0
371,0
379,0
383,0
391,0
397,0
418,0
421,0
454,0
472,0
502,0
504,0
505,0
536,0
538,0
559,1
575,0
587,0
590,0
619,0
630,0
634,0
657,0
662,0
664,0
667,0
671,0
675,0
703,0
710,0
720,0
727,0
737,0
761,0
771,0
787,0
789,0
790,0
839,0
844,0
865,0
962,0
1022,0
1042,0
1048,0
1058,0
1073,0
1118,0
1160,0
1177,0
1219,0
1246,1
1261,1
1267,0
1344,0
1387,0
1388,0
1391,0
1408,0
1412,1
1440,0
1450,0
1469,1
1480,0
1539,0
1544,1
1578,0
1580,0
1637,0
1638,0
1697,0
1706,0
1748,0
1770,0
1774,0
1808,0
1866,0
1884,0
1885,0
1889,1
1896,1
1918,0
1932,0
1965,0
1983,0
