task,truth
6,0
12,0
37,0
52,1
79,0
84,0
107,0
117,1
120,0
166,0
167,0
226,0
239,0
327,0
345,0
378,0
411,0
429,0
438,0
449,0
474,0
519,0
534,0
581,0
598,0
600,0
617,0
621,0
659,0
674,0
700,0
726,0
751,0
792,0
812,0
843,0
851,0
906,0
923,0
939,0
960,0
963,0
968,0
971,0
984,0
989,0
996,0
1006,0
1025,0
1031,0
1035,0
1044,0
1050,0
1054,0
1075,0
1087,0
1100,0
1107,0
1132,0
1185,0
1187,1
1190,0
1200,0
1202,0
1224,0
1263,1
1265,1
1313,0
1315,0
1347,0
1373,0
1374,0
1424,0
1429,0
1441,0
1442,0
1474,0
1492,0
1560,0
1582,0
1589,0
1599,0
1613,0
1668,0
1692,0
1729,1
1732,0
1742,0
1762,0
1765,0
1784,0
1800,0
1806,0
1813,0
1823,1
1870,0
1937,0
1957,0
1990,0
1998,0
