worker,task,answer
6.0,3,0
6.0,5,1
6.0,14,0
6.0,15,0
6.0,21,1
6.0,23,1
6.0,35,1
6.0,44,1
6.0,47,0
8.0,3,0
8.0,4,0
8.0,6,0
8.0,15,0
8.0,16,0
8.0,17,0
8.0,20,1
8.0,23,0
8.0,28,1
8.0,35,0
8.0,37,1
8.0,38,1
8.0,40,0
8.0,43,0
8.0,45,0
11.0,6,0
11.0,9,1
11.0,13,0
11.0,21,0
11.0,23,1
11.0,24,0
11.0,26,0
11.0,36,1
11.0,38,1
11.0,41,1
11.0,43,1
11.0,44,0
17.0,3,1
17.0,6,1
17.0,20,0
17.0,25,0
17.0,26,0
17.0,31,1
17.0,33,1
17.0,39,1
17.0,41,0
25.0,4,1
25.0,7,1
25.0,12,1
25.0,13,0
25.0,16,1
25.0,20,1
25.0,22,0
25.0,44,1
25.0,45,1
31.0,11,0
31.0,12,1
31.0,13,1
31.0,15,1
31.0,16,0
31.0,20,1
31.0,23,0
31.0,33,0
31.0,47,1
32.0,2,1
32.0,7,0
32.0,13,1
32.0,26,1
32.0,35,0
32.0,36,1
32.0,38,0
32.0,40,0
32.0,42,0
32.0,45,1
32.0,48,0
32.0,49,1
38.0,13,1
38.0,14,0
38.0,20,1
38.0,28,0
38.0,33,0
38.0,35,0
38.0,43,1
38.0,44,1
38.0,45,0
38.0,47,1
41.0,6,1
41.0,12,1
41.0,15,1
41.0,16,0
41.0,21,0
41.0,31,0
41.0,33,1
41.0,36,0
41.0,44,1
41.0,45,0
41.0,46,1
41.0,48,1
45.0,3,0
45.0,13,1
45.0,14,1
45.0,25,1
45.0,26,1
45.0,29,0
45.0,31,1
45.0,39,0
45.0,44,0
45.0,45,0
51.0,7,0
51.0,10,1
51.0,33,0
51.0,36,0
51.0,45,1
52.0,7,0
52.0,11,0
52.0,19,0
52.0,20,1
52.0,23,1
52.0,26,1
52.0,29,0
52.0,32,1
52.0,42,1
54.0,2,1
54.0,3,0
54.0,12,1
54.0,15,1
54.0,21,0
54.0,28,0
54.0,38,0
54.0,40,1
54.0,49,0
57.0,5,0
57.0,12,0
57.0,13,0
57.0,16,0
57.0,23,1
57.0,35,0
57.0,39,0
57.0,43,0
57.0,46,0
57.0,49,0
61.0,1,0
61.0,11,1
61.0,13,0
61.0,14,1
61.0,15,0
61.0,17,0
61.0,22,0
61.0,29,0
61.0,35,0
61.0,38,0
61.0,39,0
61.0,43,0
65.0,2,0
65.0,3,1
65.0,8,0
65.0,9,1
65.0,11,1
65.0,15,1
65.0,25,0
65.0,26,1
65.0,28,0
65.0,39,0
65.0,41,0
65.0,42,0
65.0,44,1
65.0,46,0
65.0,47,0
68.0,1,1
68.0,4,1
68.0,10,0
68.0,14,0
68.0,15,0
68.0,16,1
68.0,17,1
68.0,21,1
68.0,25,0
68.0,30,1
68.0,43,1
68.0,47,0
71.0,1,0
71.0,2,0
71.0,3,0
71.0,4,1
71.0,8,1
71.0,10,0
71.0,11,1
71.0,14,1
71.0,16,1
71.0,18,1
71.0,22,1
71.0,31,0
75.0,1,1
75.0,4,0
75.0,5,1
75.0,10,0
75.0,16,0
75.0,33,1
75.0,36,1
75.0,40,1
76.0,2,1
76.0,5,0
76.0,9,1
76.0,13,0
76.0,28,0
76.0,30,1
76.0,31,1
76.0,32,1
76.0,36,0
76.0,41,1
76.0,49,1
80.0,0,0
80.0,6,1
80.0,7,1
80.0,16,0
80.0,17,0
80.0,19,0
80.0,21,1
80.0,22,0
80.0,31,0
80.0,36,1
80.0,41,1
80.0,43,1
80.0,44,0
84.0,4,1
84.0,10,0
84.0,13,0
