task,truth
29,0
37,0
44,0
46,0
67,0
86,0
89,0
126,0
138,0
166,0
167,0
222,0
224,0
239,0
242,0
267,0
272,0
295,0
349,1
397,0
402,0
405,1
415,0
433,0
440,0
453,0
540,0
558,0
560,0
572,0
675,0
683,0
735,0
748,1
787,0
788,0
796,0
804,0
826,0
842,0
849,0
872,0
880,0
961,0
962,0
964,0
973,0
1009,0
1021,1
1041,0
1044,0
1053,0
1092,0
1141,0
1151,0
1198,0
1219,0
1228,0
1233,0
1241,0
1248,1
1259,0
1271,1
1301,0
1306,1
1312,0
1318,0
1326,0
1328,0
1343,0
1441,0
1465,0
1470,0
1520,0
1527,0
1569,0
1582,0
1611,0
1616,0
1633,0
1639,0
1640,0
1649,0
1708,0
1720,0
1723,0
1749,0
1760,1
1769,0
1771,0
1794,0
1808,0
1825,1
1841,0
1919,0
1927,1
1948,0
1955,0
1980,1
1985,0
