task,truth
38,0
85,0
100,1
102,0
140,0
144,1
176,0
202,0
241,0
263,0
264,0
280,0
342,0
346,0
348,0
360,0
369,0
384,0
392,0
445,0
452,0
460,0
502,0
549,0
557,0
562,0
566,0
580,0
593,0
594,0
598,0
601,0
606,0
679,0
680,0
691,0
697,0
702,0
740,0
741,0
786,0
817,1
845,0
859,0
874,1
892,0
900,0
931,0
933,0
960,0
1011,0
1024,0
1028,0
1052,0
1056,0
1075,0
1081,0
1103,1
1128,0
1131,1
1153,0
1157,0
1244,0
1253,1
1265,1
1276,0
1285,0
1287,0
1319,1
1337,1
1373,0
1383,0
1405,0
1424,0
1435,0
1447,0
1476,0
1557,0
1570,0
1588,0
1605,0
1608,0
1641,0
1655,1
1670,0
1713,1
1775,0
1784,0
1792,0
1811,1
1818,0
1860,0
1871,1
1889,1
1949,0
1963,0
1969,0
1983,0
1987,0
1993,0
