task,truth
0,0
13,1
15,0
43,0
47,0
69,0
83,0
165,0
181,0
187,0
229,0
245,0
254,0
258,0
274,0
324,0
354,0
373,0
386,0
430,0
437,0
448,0
455,0
462,0
500,0
513,0
570,0
591,0
611,0
618,0
642,0
662,0
710,0
711,0
736,0
746,0
765,0
790,0
805,0
809,0
816,0
839,0
861,0
918,0
920,0
929,0
934,0
968,0
1005,0
1016,1
1021,1
1024,0
1075,0
1083,0
1084,0
1089,0
1131,1
1147,0
1153,0
1165,0
1166,0
1186,0
1200,0
1244,0
1260,0
1261,1
1265,1
1292,0
1304,0
1350,0
1351,0
1368,1
1401,0
1429,0
1432,0
1495,0
1502,0
1528,0
1530,0
1534,0
1545,0
1586,0
1607,0
1626,0
1644,0
1678,1
1688,0
1691,1
1702,0
1716,1
1721,0
1736,0
1737,0
1742,0
1784,0
1881,0
1892,0
1894,0
1989,0
1994,1
