task,truth
12,0
23,1
102,0
110,0
114,0
117,1
133,0
136,0
184,0
224,0
228,1
265,0
300,0
301,0
326,0
335,0
371,0
425,0
435,1
436,0
452,0
459,1
463,0
475,0
495,0
543,0
629,0
630,0
653,0
667,0
677,0
688,1
712,0
713,1
714,0
720,0
761,0
776,0
784,0
803,0
806,0
866,0
881,0
964,0
967,0
972,0
997,0
1019,0
1111,0
1114,0
1126,0
1135,0
1141,0
1188,0
1268,0
1284,0
1299,0
1302,0
1358,0
1379,0
1395,0
1398,0
1409,0
1411,0
1449,0
1468,0
1479,0
1487,0
1499,0
1507,0
1556,0
1562,0
1567,0
1594,0
1599,0
1604,0
1620,0
1633,0
1637,0
1656,0
1663,0
1672,0
1681,0
1690,0
1693,0
1696,0
1712,0
1756,0
1778,0
1790,0
1814,0
1863,0
1870,0
1899,0
1905,1
1909,0
1914,0
1942,0
1953,1
1992,0
