worker,task,answer
896,4,1
896,6,1
896,10,1
896,19,1
896,30,0
896,31,0
896,65,1
896,66,1
896,72,1
896,83,1
866,4,1
866,6,1
866,10,1
866,19,0
866,30,1
866,31,1
866,65,0
866,66,1
866,72,1
866,83,1
175,4,1
175,6,1
175,10,0
175,19,1
175,30,1
175,31,1
175,65,0
175,66,0
175,72,1
175,83,1
1721,4,0
1721,6,1
1721,10,0
1721,19,0
1721,30,0
1721,31,0
1721,65,0
1721,66,1
1721,72,0
1721,83,0
1722,4,0
1722,6,0
1722,10,1
1722,19,0
1722,30,0
1722,31,0
1722,65,0
1722,66,1
1722,72,0
1722,83,0
1723,4,1
1723,6,0
1723,10,1
1723,19,1
1723,30,1
1723,31,1
1723,65,0
1723,66,0
1723,72,1
1723,83,0
1724,4,0
1724,6,0
1724,10,0
1724,19,0
1724,30,1
1724,31,1
1724,65,0
1724,66,0
1724,72,0
1724,83,0
1725,4,1
1725,6,1
1725,10,1
1725,19,1
1725,30,1
1725,31,1
1725,65,1
1725,66,0
1725,72,1
1725,83,1
1727,4,0
1727,6,1
1727,10,0
1727,19,1
1727,30,0
1727,31,1
1727,65,0
1727,66,0
1727,72,1
1727,83,1
1730,4,0
1730,6,1
1730,10,0
1730,19,1
1730,30,0
1730,31,1
1730,65,0
1730,66,0
1730,72,1
1730,83,0
1734,4,0
1734,6,1
1734,10,0
1734,19,1
1734,30,0
1734,31,1
1734,65,0
1734,66,0
1734,72,0
1734,83,1
97,4,1
97,6,1
97,10,1
97,19,0
97,30,1
97,31,1
97,65,0
97,66,0
97,72,1
97,83,1
1737,4,0
1737,6,1
1737,10,1
1737,19,1
1737,30,1
1737,31,0
1737,65,0
1737,66,0
1737,72,0
1737,83,0
1738,4,1
1738,6,1
1738,10,0
1738,19,1
1738,30,0
1738,31,1
1738,65,0
1738,66,0
1738,72,0
1738,83,0
1740,4,0
1740,6,1
1740,10,0
1740,19,1
1740,30,0
1740,31,0
1740,65,0
1740,66,0
1740,72,0
1740,83,0
1742,4,0
1742,6,0
1742,10,0
1742,19,1
1742,30,0
1742,31,1
1742,65,0
1742,66,0
1742,72,1
1742,83,0
335,4,1
335,6,1
335,10,1
335,19,1
335,30,0
335,31,1
335,65,1
335,66,1
335,72,1
335,83,1
1750,4,0
1750,6,1
1750,10,0
1750,19,1
1750,30,0
1750,31,1
1750,65,0
1750,66,0
1750,72,1
1750,83,1
1755,4,0
1755,6,1
1755,10,0
1755,19,0
1755,30,0
1755,31,0
1755,65,0
1755,66,0
1755,72,0
1755,83,1
1757,4,0
1757,6,0
1757,10,0
1757,19,1
1757,30,0
1757,31,1
1757,65,0
1757,66,0
1757,72,1
1757,83,1
1758,4,1
1758,6,1
1758,10,1
1758,19,0
1758,30,1
1758,31,1
1758,65,0
1758,66,0
1758,72,0
1758,83,0
1761,4,1
1761,6,1
1761,10,1
1761,19,0
1761,30,0
1761,31,1
1761,65,0
1761,66,0
1761,72,0
1761,83,0
1764,4,0
1764,6,0
1764,10,0
1764,19,0
1764,30,0
1764,31,1
1764,65,0
1764,66,0
1764,72,1
1764,83,0
1005,4,0
1005,6,1
1005,10,0
1005,19,1
1005,30,0
1005,31,1
1005,65,0
1005,66,0
1005,72,1
1005,83,1
885,4,1
885,6,1
885,10,1
885,19,1
885,30,1
885,31,0
885,65,1
885,66,1
885,72,1
885,83,1
1743,4,1
1743,6,1
1743,10,1
1743,19,0
1743,30,1
1743,31,1
1743,65,0
1743,66,0
1743,72,0
1743,83,0
