worker,task,answer
896,5,1
896,25,1
896,32,0
896,34,0
896,39,1
896,44,1
896,59,1
896,80,1
896,87,1
896,94,1
866,5,1
866,25,1
866,32,1
866,34,1
866,39,1
866,44,1
866,59,0
866,80,1
866,87,0
866,94,0
175,5,1
175,25,1
175,32,1
175,34,1
175,39,1
175,44,1
175,59,1
175,80,1
175,87,0
175,94,0
1721,5,1
1721,25,0
1721,32,0
1721,34,0
1721,39,0
1721,44,1
1721,59,0
1721,80,0
1721,87,0
1721,94,0
1722,5,1
1722,25,1
1722,32,0
1722,34,0
1722,39,0
1722,44,0
1722,59,0
1722,80,1
1722,87,1
1722,94,0
1723,5,0
1723,25,1
1723,32,1
1723,34,1
1723,39,0
1723,44,0
1723,59,1
1723,80,1
1723,87,0
1723,94,1
1724,5,0
1724,25,0
1724,32,0
1724,34,1
1724,39,0
1724,44,0
1724,59,1
1724,80,0
1724,87,0
1724,94,0
1725,5,1
1725,25,1
1725,32,1
1725,34,1
1725,39,1
1725,44,1
1725,59,1
1725,80,1
1725,87,1
1725,94,0
1727,5,1
1727,25,1
1727,32,0
1727,34,0
1727,39,0
1727,44,0
1727,59,0
1727,80,0
1727,87,0
1727,94,0
1730,5,1
1730,25,1
1730,32,1
1730,34,0
1730,39,0
1730,44,0
1730,59,1
1730,80,1
1730,87,0
1730,94,0
1734,5,1
1734,25,1
1734,32,0
1734,34,0
1734,39,0
1734,44,0
1734,59,1
1734,80,0
1734,87,0
1734,94,0
97,5,0
97,25,0
97,32,1
97,34,1
97,39,0
97,44,0
97,59,0
97,80,1
97,87,0
97,94,0
1737,5,0
1737,25,1
1737,32,1
1737,34,1
1737,39,0
1737,44,1
1737,59,0
1737,80,0
1737,87,0
1737,94,1
1738,5,0
1738,25,0
1738,32,1
1738,34,0
1738,39,0
1738,44,0
1738,59,0
1738,80,1
1738,87,0
1738,94,0
1740,5,1
1740,25,0
1740,32,0
1740,34,1
1740,39,0
1740,44,1
1740,59,0
1740,80,0
1740,87,0
1740,94,1
1742,5,0
1742,25,0
1742,32,1
1742,34,0
1742,39,0
1742,44,0
1742,59,1
1742,80,1
1742,87,0
1742,94,0
335,5,1
335,25,1
335,32,1
335,34,1
335,39,1
335,44,1
335,59,0
335,80,1
335,87,1
335,94,1
1750,5,0
1750,25,1
1750,32,1
1750,34,0
1750,39,0
1750,44,0
1750,59,1
1750,80,1
1750,87,0
1750,94,0
1755,5,1
1755,25,1
1755,32,0
1755,34,0
1755,39,0
1755,44,0
1755,59,0
1755,80,0
1755,87,0
1755,94,0
1757,5,0
1757,25,1
1757,32,1
1757,34,0
1757,39,0
1757,44,0
1757,59,1
1757,80,1
1757,87,0
1757,94,0
1758,5,0
1758,25,1
1758,32,0
1758,34,1
1758,39,0
1758,44,0
1758,59,0
1758,80,0
1758,87,0
1758,94,0
1761,5,0
1761,25,0
1761,32,0
1761,34,1
1761,39,0
1761,44,1
1761,59,0
1761,80,0
1761,87,0
1761,94,0
1764,5,0
1764,25,1
1764,32,1
1764,34,0
1764,39,0
1764,44,0
1764,59,1
1764,80,1
1764,87,0
1764,94,0
1005,5,0
1005,25,1
1005,32,1
1005,34,0
1005,39,0
1005,44,0
1005,59,1
1005,80,1
1005,87,0
1005,94,0
885,5,1
885,25,1
885,32,1
885,34,1
885,39,1
885,44,1
885,59,1
885,80,1
885,87,1
885,94,1
1743,5,0
1743,25,0
1743,32,0
1743,34,0
1743,39,0
1743,44,0
1743,59,0
1743,80,0
1743,87,0
1743,94,0
