worker,task,answer
896,6,1
896,11,1
896,15,0
896,17,0
896,20,1
896,23,1
896,28,1
896,32,0
896,35,0
896,53,1
896,63,1
896,67,1
896,73,1
896,75,1
896,79,1
896,80,1
896,87,1
896,90,0
896,91,1
896,94,1
866,6,1
866,11,1
866,15,0
866,17,0
866,20,0
866,23,0
866,28,0
866,32,1
866,35,0
866,53,1
866,63,1
866,67,1
866,73,1
866,75,1
866,79,1
866,80,1
866,87,0
866,90,1
866,91,1
866,94,0
175,6,1
175,11,1
175,15,0
175,17,0
175,20,1
175,23,1
175,28,1
175,32,1
175,35,1
175,53,1
175,63,1
175,67,1
175,73,1
175,75,1
175,79,1
175,80,1
175,87,0
175,90,1
175,91,1
175,94,0
1721,6,1
1721,11,1
1721,15,1
1721,17,0
1721,20,0
1721,23,0
1721,28,0
1721,32,0
1721,35,0
1721,53,1
1721,63,0
1721,67,1
1721,73,0
1721,75,0
1721,79,0
1721,80,0
1721,87,0
1721,90,1
1721,91,0
1721,94,0
1722,6,0
1722,11,0
1722,15,0
1722,17,0
1722,20,0
1722,23,1
1722,28,0
1722,32,0
1722,35,1
1722,53,1
1722,63,0
1722,67,0
1722,73,0
1722,75,1
1722,79,1
1722,80,1
1722,87,1
1722,90,0
1722,91,0
1722,94,0
1723,6,0
1723,11,1
1723,15,0
1723,17,0
1723,20,1
1723,23,0
1723,28,0
1723,32,1
1723,35,1
1723,53,1
1723,63,0
1723,67,1
1723,73,1
1723,75,1
1723,79,1
1723,80,1
1723,87,0
1723,90,1
1723,91,1
1723,94,1
1724,6,0
1724,11,0
1724,15,0
1724,17,0
1724,20,0
1724,23,0
1724,28,0
1724,32,0
1724,35,0
1724,53,0
1724,63,0
1724,67,0
1724,73,0
1724,75,0
1724,79,1
1724,80,0
1724,87,0
1724,90,1
1724,91,1
1724,94,0
1725,6,1
1725,11,0
1725,15,1
1725,17,0
1725,20,1
1725,23,1
1725,28,0
1725,32,1
1725,35,0
1725,53,1
1725,63,1
1725,67,1
