worker,task,answer
0.0,1,0
0.0,6,1
0.0,8,1
0.0,11,0
0.0,23,0
0.0,24,0
0.0,28,0
0.0,33,0
0.0,38,0
0.0,42,1
0.0,47,0
3.0,0,0
3.0,5,0
3.0,23,1
3.0,26,0
3.0,29,0
3.0,35,1
3.0,37,0
3.0,39,1
3.0,45,0
4.0,0,0
4.0,2,0
4.0,7,0
4.0,15,1
4.0,22,1
4.0,23,0
4.0,26,0
4.0,30,0
4.0,34,0
4.0,40,0
4.0,46,1
5.0,0,1
5.0,6,1
5.0,9,0
5.0,11,1
5.0,22,0
5.0,27,1
5.0,28,0
5.0,29,1
5.0,35,0
5.0,39,0
5.0,40,1
5.0,44,1
10.0,0,1
10.0,5,1
10.0,11,0
10.0,20,1
10.0,27,0
10.0,30,0
10.0,38,0
12.0,7,1
12.0,18,0
12.0,20,0
12.0,23,1
12.0,26,0
12.0,27,1
12.0,29,0
12.0,32,1
12.0,40,0
12.0,43,1
17.0,1,1
17.0,3,0
17.0,11,0
17.0,14,1
17.0,20,1
17.0,24,1
17.0,35,0
17.0,45,0
17.0,46,0
17.0,48,0
19.0,0,0
19.0,3,0
19.0,6,0
19.0,17,1
19.0,18,1
19.0,20,0
19.0,23,0
19.0,30,0
19.0,32,0
19.0,43,1
19.0,48,0
28.0,11,1
28.0,13,0
28.0,15,0
28.0,21,0
28.0,22,1
28.0,29,0
28.0,32,1
28.0,33,1
30.0,5,0
30.0,11,1
30.0,16,1
30.0,18,0
30.0,19,0
30.0,20,1
30.0,21,1
30.0,23,1
30.0,26,1
30.0,28,1
30.0,30,0
30.0,31,0
30.0,40,1
30.0,41,0
30.0,43,1
32.0,3,0
32.0,5,0
32.0,8,1
32.0,14,1
32.0,16,1
32.0,28,1
32.0,30,1
32.0,48,0
44.0,0,1
44.0,9,0
44.0,19,1
44.0,20,0
44.0,22,0
44.0,27,0
44.0,33,0
44.0,34,0
44.0,39,0
44.0,40,0
44.0,44,0
44.0,45,0
46.0,1,1
46.0,4,1
46.0,14,1
46.0,19,0
46.0,23,1
46.0,32,1
46.0,38,1
46.0,40,0
46.0,43,1
61.0,23,0
61.0,33,1
61.0,35,1
61.0,37,1
61.0,39,0
61.0,43,0
63.0,16,1
63.0,20,1
63.0,22,1
63.0,31,0
63.0,33,1
63.0,36,1
63.0,37,0
63.0,40,0
63.0,42,1
63.0,46,0
74.0,4,1
74.0,17,1
74.0,28,0
74.0,29,1
74.0,33,0
74.0,36,1
74.0,38,0
93.0,12,1
93.0,13,1
93.0,14,1
93.0,15,1
93.0,20,1
93.0,23,1
93.0,34,1
93.0,45,1
93.0,46,0
93.0,49,0
95.0,3,1
95.0,6,0
95.0,13,0
95.0,20,0
95.0,40,0
95.0,43,0
97.0,5,0
97.0,28,0
97.0,30,1
97.0,35,0
97.0,39,0
97.0,40,0
100.0,0,1
100.0,2,1
100.0,3,1
100.0,4,1
100.0,5,1
100.0,6,0
100.0,7,1
100.0,13,0
100.0,16,1
100.0,18,0
100.0,22,1
100.0,25,0
100.0,30,0
100.0,38,1
103.0,4,0
103.0,8,0
103.0,9,0
103.0,10,0
103.0,16,0
103.0,27,0
103.0,31,0
103.0,32,1
103.0,35,0
103.0,38,1
103.0,40,1
103.0,48,1
107.0,3,1
107.0,8,0
107.0,17,1
107.0,21,1
107.0,22,0
107.0,23,0
107.0,25,1
107.0,37,0
107.0,41,0
107.0,42,1
107.0,43,0
107.0,47,1
107.0,48,1
112.0,0,0
112.0,2,1
112.0,11,0
112.0,13,0
112.0,24,0
112.0,27,1
112.0,28,1
112.0,29,1
112.0,35,1
112.0,37,1
112.0,42,1
112.0,43,0
112.0,44,1
112.0,46,1
114.0,3,0
114.0,8,0
114.0,17,0
114.0,20,1
114.0,22,1
114.0,30,1
