worker,task,answer
5.0,1,1
5.0,20,0
5.0,29,0
5.0,32,1
5.0,39,1
5.0,40,0
7.0,5,1
7.0,7,1
7.0,34,0
7.0,43,1
7.0,46,0
7.0,47,1
22.0,8,1
22.0,10,0
22.0,20,0
22.0,24,0
27.0,3,1
27.0,9,1
27.0,15,1
27.0,18,0
27.0,20,1
27.0,22,1
27.0,23,1
27.0,25,0
27.0,26,1
27.0,37,0
27.0,41,0
27.0,42,0
30.0,5,1
30.0,7,0
30.0,13,0
30.0,14,1
30.0,24,0
30.0,25,1
30.0,29,0
30.0,36,0
30.0,39,0
30.0,46,1
30.0,48,0
32.0,3,1
32.0,4,0
32.0,5,1
32.0,7,1
32.0,11,1
32.0,12,1
32.0,18,1
32.0,26,0
32.0,33,0
32.0,36,1
32.0,38,0
32.0,43,1
53.0,0,1
53.0,4,0
53.0,10,0
53.0,11,0
53.0,12,0
53.0,14,1
53.0,18,0
53.0,21,0
53.0,22,0
53.0,25,1
53.0,34,0
53.0,39,1
53.0,40,1
53.0,46,0
53.0,47,0
53.0,49,0
57.0,9,0
57.0,12,1
57.0,14,1
57.0,21,1
57.0,27,0
57.0,48,1
57.0,49,1
63.0,3,0
63.0,5,0
63.0,6,1
63.0,11,0
63.0,13,0
63.0,19,0
63.0,20,0
63.0,21,1
63.0,26,1
63.0,46,0
64.0,0,1
64.0,1,1
64.0,5,0
64.0,7,1
64.0,8,0
64.0,12,0
64.0,14,1
64.0,19,0
64.0,21,1
64.0,24,0
64.0,27,0
64.0,30,1
64.0,31,0
64.0,34,0
64.0,40,1
64.0,42,1
70.0,3,1
70.0,11,0
70.0,14,1
70.0,18,1
70.0,24,1
70.0,31,1
70.0,35,0
70.0,37,0
70.0,38,1
70.0,40,0
70.0,46,0
72.0,2,0
72.0,9,0
72.0,10,0
72.0,12,0
72.0,24,0
72.0,30,0
72.0,31,0
72.0,32,0
72.0,34,1
72.0,36,0
72.0,39,0
72.0,42,0
72.0,47,0
72.0,48,1
78.0,0,0
78.0,3,1
78.0,16,1
78.0,21,1
78.0,24,0
78.0,25,1
78.0,26,0
78.0,31,1
78.0,35,0
78.0,36,0
78.0,39,0
78.0,42,0
78.0,47,1
79.0,1,1
79.0,6,0
79.0,8,1
79.0,26,1
79.0,29,1
79.0,32,0
79.0,35,0
79.0,47,0
79.0,48,1
81.0,5,0
81.0,7,1
81.0,15,0
81.0,17,0
81.0,25,0
81.0,31,0
81.0,35,0
81.0,46,1
82.0,0,0
82.0,1,0
82.0,2,0
82.0,6,0
82.0,8,1
82.0,14,1
82.0,16,0
82.0,19,0
82.0,20,0
82.0,22,0
82.0,23,1
82.0,26,0
82.0,27,0
82.0,34,0
82.0,36,0
82.0,40,0
82.0,44,0
82.0,45,0
82.0,47,0
87.0,0,1
87.0,4,1
87.0,13,0
87.0,14,1
87.0,16,0
87.0,19,0
87.0,25,0
87.0,33,0
87.0,42,1
95.0,1,1
95.0,3,1
95.0,19,0
95.0,25,0
95.0,26,0
95.0,35,0
95.0,46,1
100.0,0,0
100.0,5,1
100.0,10,1
100.0,22,0
100.0,24,1
100.0,25,0
100.0,27,1
100.0,37,1
100.0,39,1
107.0,7,0
107.0,19,1
107.0,22,0
107.0,23,0
107.0,26,0
107.0,33,1
107.0,36,1
107.0,38,0
107.0,40,0
107.0,43,0
107.0,44,0
111.0,8,0
111.0,9,1
111.0,10,1
111.0,14,1
111.0,23,0
111.0,35,1
111.0,38,0
111.0,47,0
111.0,48,0
115.0,3,0
115.0,5,1
115.0,8,1
115.0,10,1
115.0,13,0
115.0,16,1
115.0,23,1
115.0,35,1
115.0,43,0
115.0,44,0
115.0,45,0
115.0,49,1
118.0,1,0
118.0,7,0
118.0,10,0
118.0,11,1
118.0,17,1
118.0,21,0
118.0,22,0
118.0,24,1
118.0,33,0
118.0,40,1
120.0,2,1
120.0,4,1
120.0,5,1
120.0,7,1
120.0,12,0
120.0,14,1
120.0,15,1
120.0,22,1
120.0,25,1
120.0,28,0
120.0,31,1
120.0,35,0
120.0,38,1
123.0,1,1
123.0,12,0
123.0,13,0
123.0,14,0
123.0,16,0
123.0,20,0
123.0,36,1
123.0,40,1
127.0,10,1
127.0,15,0
127.0,17,0
127.0,25,0
127.0,26,0
127.0,36,0
127.0,38,1
127.0,44,1
127.0,47,0
129.0,3,1
129.0,4,1
129.0,8,0
129.0,11,1
129.0,13,0
129.0,27,0
129.0,30,1
129.0,40,1
129.0,43,0
129.0,44,0
129.0,49,0
132.0,0,0
132.0,2,0
132.0,14,0
132.0,17,0
132.0,20,0
132.0,23,0
132.0,25,1
132.0,26,1
132.0,29,1
132.0,31,1
132.0,38,0
132.0,43,0
132.0,46,0
135.0,1,0
135.0,9,0
135.0,16,0
135.0,17,0
135.0,36,0
135.0,38,1
135.0,40,0
135.0,44,0
137.0,0,1
137.0,8,1
137.0,12,0
137.0,13,0
137.0,14,0
137.0,36,0
137.0,43,0
137.0,46,1
137.0,47,0
137.0,49,1
138.0,8,1
138.0,12,0
138.0,14,1
138.0,38,0
138.0,41,1
138.0,42,0
138.0,46,1
139.0,1,1
139.0,3,0
139.0,10,1
139.0,11,0
139.0,20,0
139.0,37,0
139.0,43,0
139.0,44,0
140.0,4,0
140.0,8,0
140.0,9,1
140.0,12,0
140.0,26,1
140.0,40,1
140.0,41,1
142.0,15,1
142.0,18,1
142.0,26,1
142.0,27,0
142.0,28,0
142.0,31,0
142.0,32,1
142.0,36,0
142.0,37,0
142.0,45,1
142.0,47,0
144.0,1,1
144.0,9,1
144.0,22,0
144.0,23,1
144.0,29,1
144.0,35,0
144.0,48,1
153.0,1,1
153.0,2,0
153.0,6,0
153.0,7,0
153.0,22,0
153.0,24,1
153.0,36,0
153.0,37,0
153.0,47,0
168.0,3,0
168.0,5,0
168.0,11,0
168.0,12,0
168.0,14,1
168.0,15,0
168.0,19,0
168.0,23,0
168.0,39,0
168.0,42,1
168.0,43,1
168.0,44,0
168.0,45,0
168.0,46,1
168.0,48,0
170.0,1,1
170.0,3,1
170.0,4,1
170.0,5,0
170.0,23,0
170.0,24,0
170.0,27,1
170.0,32,1
170.0,36,0
170.0,38,1
170.0,44,1
170.0,46,0
170.0,47,1
174.0,0,1
174.0,22,1
174.0,25,1
174.0,33,0
174.0,35,1
174.0,39,0
174.0,42,1
174.0,44,0
175.0,8,1
175.0,11,0
175.0,16,1
175.0,19,0
175.0,22,1
175.0,30,1
175.0,40,1
175.0,45,1
175.0,47,0
179.0,1,1
179.0,9,0
179.0,10,1
179.0,18,1
179.0,20,0
179.0,23,1
179.0,29,0
179.0,32,1
179.0,37,1
179.0,40,1
179.0,43,0
181.0,3,0
181.0,9,0
181.0,12,1
181.0,13,0
181.0,14,1
181.0,15,0
181.0,24,0
181.0,29,1
181.0,32,1
181.0,47,1
185.0,1,1
185.0,7,1
185.0,27,0
185.0,38,0
185.0,40,0
185.0,45,1
185.0,46,1
185.0,47,1
190.0,2,0
190.0,9,1
190.0,16,1
190.0,18,0
190.0,19,0
190.0,21,1
190.0,22,0
190.0,27,1
190.0,30,0
190.0,31,0
190.0,37,1
190.0,39,1
191.0,11,1
191.0,19,0
191.0,21,1
191.0,29,0
191.0,34,1
191.0,35,1
191.0,46,1
195.0,4,0
195.0,5,0
195.0,11,0
195.0,12,1
195.0,13,1
195.0,19,0
195.0,20,0
195.0,27,1
195.0,32,1
195.0,34,0
195.0,35,1
195.0,36,0
197.0,0,0
197.0,7,0
197.0,17,0
197.0,20,0
197.0,26,0
197.0,28,1
197.0,31,0
197.0,36,1
197.0,37,1
197.0,38,1
197.0,40,0
197.0,47,1
