task,truth
17,0
39,0
49,0
72,0
80,1
82,0
90,0
97,0
104,0
164,0
182,0
213,0
215,0
235,0
244,0
255,1
291,0
321,1
326,0
334,0
349,1
353,0
355,0
377,0
380,0
427,0
430,0
446,0
448,0
496,0
509,0
530,0
553,0
595,0
601,0
625,0
651,0
668,0
700,0
703,0
713,1
746,0
767,0
815,1
870,0
888,0
889,0
907,0
912,1
922,0
965,0
988,1
1038,1
1051,0
1055,0
1094,0
1124,0
1150,0
1154,0
1172,0
1183,0
1190,0
1236,0
1256,0
1264,0
1293,0
1337,1
1345,0
1393,0
1407,0
1410,0
1419,0
1425,0
1426,1
1432,0
1452,1
1519,0
1541,0
1543,0
1546,1
1576,0
1588,0
1604,0
1651,0
1656,0
1662,1
1675,0
1694,0
1701,0
1705,0
1758,0
1827,0
1864,0
1870,0
1900,0
1922,0
1939,0
1945,0
1958,0
1973,0
