task,truth
9,0
43,0
87,0
103,0
105,0
149,0
154,0
174,0
232,0
248,1
285,0
323,0
333,0
360,0
383,0
390,0
394,0
402,0
408,0
411,0
441,1
443,0
456,0
464,0
519,0
525,0
531,0
537,0
550,0
566,0
573,0
585,0
615,0
645,0
650,0
670,0
688,1
757,0
769,0
779,0
781,0
871,0
900,0
975,0
990,0
994,0
1009,0
1010,0
1064,0
1077,0
1092,0
1135,0
1146,0
1166,0
1184,0
1206,0
1284,0
1308,0
1311,0
1328,0
1332,0
1362,0
1387,0
1388,0
1397,0
1411,0
1427,0
1465,0
1486,0
1498,0
1502,0
1523,0
1525,0
1551,0
1606,0
1615,0
1625,0
1637,0
1648,0
1666,0
1674,0
1686,0
1727,0
1737,0
1794,0
1804,0
1821,0
1828,0
1845,0
1846,0
1862,0
1891,0
1893,0
1895,0
1908,0
1916,0
1919,0
1962,0
1975,0
1995,1
