task,truth
4,0
46,0
144,1
150,0
169,0
209,0
220,0
252,1
277,0
279,0
454,0
458,0
469,1
471,0
477,0
491,0
560,0
567,0
571,0
581,0
597,0
603,0
635,0
637,0
659,0
660,0
663,0
739,0
744,1
771,0
802,0
867,1
872,0
891,0
905,0
908,0
913,0
991,0
1027,0
1036,0
1042,0
1082,0
1090,1
1095,0
1099,1
1147,0
1155,1
1157,0
1164,0
1169,0
1210,0
1219,0
1223,0
1247,0
1258,0
1309,0
1312,0
1336,0
1356,1
1364,0
1367,0
1394,1
1434,0
1448,0
1449,0
1473,0
1490,0
1495,0
1542,0
1554,0
1593,0
1603,0
1612,0
1634,1
1654,0
1659,0
1669,0
1700,0
1704,0
1710,0
1763,0
1764,0
1770,0
1785,0
1793,0
1810,0
1816,0
1822,0
1848,0
1872,0
1876,0
1884,0
1905,1
1907,0
1912,0
1913,0
1938,0
1954,0
1982,0
1992,0
