task,truth
26,0
74,1
154,0
155,0
165,0
172,0
174,0
184,0
195,0
196,0
231,0
270,0
294,0
301,0
335,0
368,1
386,0
397,0
399,0
431,0
439,0
445,0
471,0
472,0
512,0
524,0
527,0
540,0
568,1
579,0
613,0
630,0
639,0
645,0
656,0
709,0
717,0
744,1
748,1
749,1
769,0
868,0
873,0
919,0
934,0
988,1
1019,0
1026,0
1042,0
1059,0
1060,0
1090,1
1122,1
1133,0
1140,0
1157,0
1179,0
1189,0
1194,0
1198,0
1203,1
1236,0
1237,0
1243,0
1270,0
1284,0
1288,0
1306,1
1308,0
1352,0
1413,0
1427,0
1438,0
1446,0
1451,0
1484,0
1491,1
1497,0
1501,0
1509,0
1529,1
1543,0
1601,1
1603,0
1621,0
1671,0
1689,0
1693,0
1698,0
1707,0
1746,0
1767,0
1793,0
1828,0
1860,0
1899,0
1908,0
1920,0
1955,0
1992,0
