worker,task,answer
0.0,3,0
0.0,6,0
0.0,9,1
0.0,11,0
0.0,17,0
0.0,20,0
0.0,26,1
0.0,28,1
0.0,35,0
0.0,40,0
0.0,42,1
0.0,48,1
2.0,3,1
2.0,8,0
2.0,14,1
2.0,31,1
2.0,33,0
2.0,34,0
2.0,39,1
2.0,41,1
2.0,43,0
5.0,6,0
5.0,8,0
5.0,9,0
5.0,24,1
5.0,27,0
5.0,37,0
5.0,40,1
10.0,0,1
10.0,1,1
10.0,4,1
10.0,7,0
10.0,11,1
10.0,12,0
10.0,23,1
10.0,34,1
10.0,44,0
10.0,47,1
10.0,49,1
11.0,0,1
11.0,2,0
11.0,3,0
11.0,4,1
11.0,5,0
11.0,8,0
11.0,15,1
11.0,18,0
11.0,19,0
11.0,25,1
11.0,39,1
11.0,40,0
11.0,41,1
12.0,8,1
12.0,9,0
12.0,22,1
12.0,24,0
12.0,29,0
12.0,44,1
12.0,45,0
12.0,48,0
12.0,49,1
13.0,2,0
13.0,6,0
13.0,12,0
13.0,16,0
13.0,19,0
13.0,22,1
13.0,31,0
13.0,34,0
13.0,36,1
13.0,37,1
13.0,44,1
13.0,49,1
14.0,3,1
14.0,8,1
14.0,13,0
14.0,15,0
14.0,21,1
14.0,31,0
14.0,33,0
14.0,34,0
14.0,36,0
14.0,38,1
14.0,49,1
18.0,0,1
18.0,5,1
18.0,10,1
18.0,19,0
18.0,21,1
18.0,26,1
18.0,36,1
18.0,47,1
18.0,48,1
21.0,2,0
21.0,7,0
21.0,21,0
21.0,25,0
21.0,26,1
21.0,33,0
21.0,41,1
21.0,43,1
25.0,12,1
25.0,13,0
25.0,29,1
25.0,40,1
25.0,41,1
25.0,43,1
25.0,48,0
25.0,49,1
27.0,4,1
27.0,19,0
27.0,24,1
27.0,25,0
27.0,29,1
27.0,33,1
27.0,36,0
27.0,37,0
27.0,40,0
27.0,41,1
27.0,42,0
27.0,49,1
28.0,4,1
28.0,9,0
28.0,16,0
28.0,24,0
28.0,34,0
28.0,35,0
28.0,37,1
28.0,39,1
28.0,43,1
28.0,47,0
30.0,1,0
30.0,10,1
30.0,17,0
30.0,22,0
30.0,34,0
30.0,35,1
30.0,36,1
30.0,41,1
30.0,42,1
30.0,47,0
30.0,48,0
30.0,49,1
32.0,0,0
32.0,5,0
32.0,9,1
32.0,12,0
32.0,13,1
32.0,14,1
32.0,19,0
32.0,22,0
32.0,23,0
32.0,24,0
32.0,27,0
32.0,44,0
32.0,48,1
32.0,49,0
50.0,7,0
50.0,12,0
50.0,14,0
50.0,15,1
50.0,28,1
50.0,32,0
50.0,33,0
50.0,35,0
50.0,37,0
50.0,46,1
50.0,49,1
51.0,3,1
51.0,13,0
51.0,22,1
51.0,27,1
51.0,28,0
51.0,34,1
51.0,36,0
51.0,43,1
52.0,0,0
52.0,1,0
52.0,5,0
52.0,10,1
52.0,12,1
52.0,13,0
52.0,15,0
52.0,20,0
52.0,25,0
52.0,30,1
52.0,31,0
52.0,36,0
52.0,37,1
52.0,39,0
54.0,8,1
54.0,19,0
54.0,23,1
54.0,24,1
54.0,33,1
54.0,35,0
54.0,38,0
54.0,39,1
57.0,3,0
57.0,8,1
57.0,10,0
57.0,16,1
57.0,20,0
57.0,41,1
57.0,47,1
61.0,1,0
61.0,3,1
61.0,10,0
61.0,15,1
61.0,16,1
61.0,23,1
61.0,35,0
61.0,36,0
61.0,38,0
61.0,43,1
