task,truth
1,1
44,0
57,1
86,0
123,1
124,0
135,1
148,0
154,0
160,0
170,0
179,1
226,0
241,0
263,0
276,1
303,0
318,0
323,0
339,0
347,0
383,0
412,0
433,0
454,0
493,0
580,0
581,0
585,0
598,0
602,0
608,0
627,0
653,0
710,0
711,0
715,0
725,0
728,0
737,0
739,0
764,0
774,0
776,0
791,0
844,0
864,0
898,0
899,0
911,0
919,0
920,0
943,0
947,0
955,0
960,0
972,0
1051,0
1105,0
1106,1
1132,0
1143,1
1147,0
1155,1
1184,0
1200,0
1222,0
1229,0
1246,1
1286,1
1310,0
1312,0
1331,0
1349,0
1353,1
1417,0
1430,0
1465,0
1474,0
1494,0
1496,1
1498,0
1570,0
1584,0
1616,0
1642,0
1643,0
1662,1
1677,0
1692,0
1699,0
1715,1
1782,0
1854,0
1856,0
1869,0
1873,0
1949,0
1978,0
1999,1
