task,truth
23,1
33,0
42,0
47,0
51,0
73,0
92,0
108,0
111,0
112,0
113,0
121,0
136,0
173,0
176,0
183,0
209,0
292,0
300,0
302,1
337,0
348,0
354,0
413,0
430,0
437,0
448,0
481,0
490,0
518,0
539,0
543,0
563,1
589,1
622,0
638,0
642,0
678,1
683,0
698,0
701,0
713,1
717,0
727,0
738,0
810,0
816,0
849,0
851,0
862,0
869,0
874,1
879,0
888,0
914,0
934,0
937,0
968,0
1014,0
1050,0
1064,0
1073,0
1087,0
1116,0
1146,0
1162,0
1190,0
1216,1
1223,0
1225,0
1280,0
1293,0
1294,1
1298,0
1343,0
1367,0
1394,1
1412,1
1421,0
1433,0
1441,0
1443,0
1447,0
1485,0
1529,1
1576,0
1597,0
1605,0
1607,0
1610,0
1621,0
1625,0
1636,0
1660,0
1791,1
1835,0
1852,0
1872,0
1924,1
1979,0
