task,truth
20,0
40,0
82,0
109,0
125,0
129,0
156,0
163,0
194,0
199,0
200,0
201,0
208,0
212,0
229,0
237,0
245,0
280,0
309,0
314,0
352,0
353,0
364,0
370,0
373,0
375,0
410,0
489,0
502,0
529,0
587,0
629,0
655,0
657,0
697,0
740,0
749,1
782,0
812,0
815,1
834,0
855,0
857,0
876,0
881,0
912,1
975,0
976,0
1013,1
1066,0
1069,0
1070,0
1104,0
1152,0
1157,0
1160,0
1170,1
1172,0
1177,0
1181,0
1219,0
1228,0
1239,0
1244,0
1265,1
1267,0
1278,0
1320,0
1374,0
1375,0
1381,0
1383,0
1405,0
1411,0
1449,0
1458,0
1470,0
1472,0
1476,0
1480,0
1503,0
1505,0
1533,1
1545,0
1588,0
1599,0
1619,0
1654,0
1723,0
1726,1
1755,0
1761,0
1802,0
1819,0
1840,0
1855,0
1882,0
1937,0
1939,0
1965,0
