task,truth
45,0
85,0
99,0
103,0
115,0
131,0
161,0
174,0
186,0
218,0
232,0
239,0
246,0
247,0
256,0
266,0
272,0
282,0
283,0
285,0
290,0
307,0
321,1
326,0
342,0
385,0
392,0
409,0
516,0
517,0
536,0
542,0
544,0
565,0
611,0
637,0
641,0
682,0
692,0
703,0
704,0
731,1
753,0
757,0
778,0
780,0
781,0
788,0
822,0
850,0
883,0
923,0
927,0
971,0
992,1
1009,0
1011,0
1079,1
1082,0
1165,0
1180,0
1212,0
1303,1
1307,0
1309,0
1311,0
1340,1
1354,0
1382,0
1399,0
1423,0
1432,0
1499,0
1502,0
1515,0
1534,0
1602,1
1604,0
1634,1
1641,0
1669,0
1675,0
1698,0
1731,0
1742,0
1763,0
1790,0
1797,0
1839,0
1857,1
1859,0
1895,0
1899,0
1910,0
1914,0
1930,0
1936,0
1967,1
1974,0
1975,0
