task,truth
7,0
12,0
19,0
21,0
28,0
35,0
54,0
67,0
126,0
151,0
152,0
165,0
187,0
192,0
193,0
211,0
227,1
233,1
234,0
248,1
258,0
431,0
435,1
441,1
452,0
455,0
480,0
486,0
498,0
506,0
514,1
519,0
566,0
640,0
670,0
693,0
722,0
761,0
772,0
796,0
804,0
830,0
848,0
900,0
962,0
977,0
987,0
988,1
991,0
1008,0
1024,0
1027,0
1045,0
1103,1
1113,0
1161,0
1163,0
1183,0
1232,0
1248,1
1262,0
1271,1
1275,0
1281,0
1357,0
1364,0
1409,0
1415,0
1427,0
1450,0
1464,0
1516,0
1542,0
1554,0
1565,0
1568,0
1624,0
1633,0
1646,0
1651,0
1683,0
1701,0
1718,0
1722,0
1728,0
1732,0
1737,0
1757,0
1780,1
1804,0
1805,0
1830,0
1837,1
1858,0
1866,0
1881,0
1901,0
1903,0
1966,0
1981,0
