task,truth
11,0
43,0
117,1
130,0
137,0
185,0
242,0
259,0
265,0
269,0
335,0
338,0
340,0
369,0
371,0
384,0
388,1
417,0
440,0
449,0
463,0
470,0
479,0
499,0
507,0
606,0
609,0
631,0
651,0
654,1
658,0
667,0
685,1
705,0
723,0
730,0
826,0
843,0
868,0
878,0
886,0
894,0
941,0
982,0
1018,1
1068,0
1085,1
1099,1
1123,0
1137,0
1145,0
1148,0
1151,0
1173,1
1194,0
1206,0
1207,0
1236,0
1245,0
1269,0
1308,0
1333,0
1338,0
1397,0
1408,0
1426,1
1428,0
1451,0
1510,0
1527,0
1541,0
1546,1
1548,0
1553,0
1560,0
1566,0
1593,0
1630,0
1639,0
1640,0
1659,0
1668,0
1685,1
1693,0
1741,0
1762,0
1792,0
1806,0
1817,0
1828,0
1833,0
1865,0
1885,0
1891,0
1896,1
1905,1
1925,0
1970,1
1973,0
1996,0
