task,truth
16,0
35,0
46,0
90,0
116,0
119,0
137,0
171,0
189,0
197,0
246,0
247,0
250,0
260,0
266,0
269,0
300,0
313,0
348,0
349,1
358,0
364,0
393,0
406,0
452,0
456,0
492,0
538,0
587,0
602,0
622,0
637,0
662,0
678,1
716,0
731,1
757,0
758,0
771,0
781,0
784,0
791,0
863,0
885,0
889,0
902,0
908,0
970,0
990,0
995,0
1020,0
1030,1
1069,0
1077,0
1079,1
1103,1
1107,0
1108,0
1181,0
1226,0
1230,0
1314,0
1349,0
1368,1
1405,0
1419,0
1422,0
1424,0
1438,0
1441,0
1472,0
1478,0
1483,0
1493,0
1495,0
1502,0
1507,0
1522,0
1528,0
1558,0
1560,0
1562,0
1612,0
1625,0
1644,0
1652,0
1677,0
1682,0
1709,0
1714,0
1728,0
1735,0
1753,0
1767,0
1821,0
1885,0
1930,0
1934,0
1976,1
1995,1
