task,truth
0,0
8,0
53,0
63,0
83,0
97,0
114,0
134,1
140,0
170,0
200,0
202,0
206,0
275,0
283,0
314,0
336,0
356,0
377,0
391,0
410,0
414,0
442,0
451,1
462,0
463,0
480,0
481,0
482,1
506,0
512,0
548,0
550,0
571,0
589,1
635,0
647,0
656,0
695,0
722,0
744,1
756,0
768,0
774,0
820,0
828,0
834,0
881,0
917,0
943,0
957,0
985,1
1002,0
1031,0
1076,0
1089,0
1112,0
1115,1
1153,0
1155,1
1183,0
1185,0
1194,0
1201,0
1217,0
1240,0
1251,0
1270,0
1276,0
1299,0
1307,0
1310,0
1325,0
1365,0
1423,0
1448,0
1466,0
1469,1
1484,0
1496,1
1571,0
1574,0
1578,0
1783,0
1789,1
1800,0
1804,0
1829,0
1856,0
1858,0
1883,0
1894,0
1913,0
1923,0
1938,0
1939,0
1972,0
1973,0
1978,0
1986,0
