task,truth
1,1
2,0
64,0
130,0
132,0
146,0
179,1
237,0
261,0
276,1
279,0
319,0
339,0
389,0
409,0
435,1
437,0
457,0
467,0
526,1
552,0
558,0
591,0
613,0
657,0
667,0
697,0
704,0
713,1
737,0
747,0
763,1
788,0
800,0
831,0
869,0
899,0
910,0
918,0
926,0
939,0
956,0
974,1
1040,1
1043,0
1059,0
1070,0
1078,0
1110,0
1114,0
1125,0
1126,0
1134,0
1143,1
1156,0
1166,0
1224,0
1235,0
1241,0
1247,0
1262,0
1265,1
1288,0
1312,0
1333,0
1383,0
1393,0
1409,0
1412,1
1418,0
1420,0
1421,0
1458,0
1471,0
1476,0
1486,0
1499,0
1541,0
1548,0
1598,0
1614,0
1617,0
1620,0
1641,0
1646,0
1694,0
1729,1
1730,0
1738,0
1779,0
1803,1
1822,0
1847,0
1848,0
1864,0
1866,0
1911,0
1929,0
1937,0
1980,1
