worker,task,answer
A153PKAL7OAY36,35,1
A21A79J5ZWD42K,35,0
A28ZHJ9ASQ49IY,35,0
A2BTR0GQ5B5JI6,35,0
A31OCN4MNHUQ6W,35,1
A3220HG1O83HQ4,35,1
A3JMQDTEKRE5X6,35,0
A3MA9V9UPGCOK7,35,0
APYV9Y0DFZFVP,35,1
AS51L372B5DDV,35,1
A153PKAL7OAY36,145,1
A28ZHJ9ASQ49IY,145,0
A2AJO7WHWIKEHR,145,1
A2BTR0GQ5B5JI6,145,3
A2FDPXPDSAUVUA,145,1
A2ITXTZLLTI4GO,145,0
A3FN8S0N5JNAL6,145,1
A3GE97GX3OXJTW,145,2
A3JMQDTEKRE5X6,145,0
AZSDW7JJL5VA7,145,0
A153PKAL7OAY36,160,0
A1O659IFB3TIDJ,160,0
A1XFA0A9Z3LAZJ,160,0
A25CRC4AZY5KC1,160,0
A2FDPXPDSAUVUA,160,0
A2U0R4X38GUKZE,160,0
A2VL24C5P7Y3DJ,160,0
A35GER5TWMH9VP,160,0
A3GE97GX3OXJTW,160,0
AZSDW7JJL5VA7,160,0
A153PKAL7OAY36,170,0
A21T6EF3XC7UMT,170,0
A22C0PJUBFJTI0,170,0
A2PBQYCW2URQT5,170,0
A31OCN4MNHUQ6W,170,0
A35GER5TWMH9VP,170,0
A3NN88JE3JU6SK,170,0
AOUMYCLO4I993,170,0
APYV9Y0DFZFVP,170,0
ATVALOQVDCMZW,170,0
A153PKAL7OAY36,171,0
A21T6EF3XC7UMT,171,0
A22C0PJUBFJTI0,171,0
A2PBQYCW2URQT5,171,0
A31OCN4MNHUQ6W,171,0
A35GER5TWMH9VP,171,0
A3NN88JE3JU6SK,171,0
AOUMYCLO4I993,171,0
APYV9Y0DFZFVP,171,0
ATVALOQVDCMZW,171,0
A12RE8G66WTO8B,211,2
A153PKAL7OAY36,211,1
A1HIXWH4OXT8S4,211,1
A2BTR0GQ5B5JI6,211,1
A31OCN4MNHUQ6W,211,3
A32W20KGQXS0LL,211,3
A35GER5TWMH9VP,211,3
A4PXUUB6GJFKG,211,1
ATVALOQVDCMZW,211,2
AZSDW7JJL5VA7,211,2
A153PKAL7OAY36,270,3
A18HIFA78GUAG9,270,1
A1T5QP821HMMGS,270,3
A2AJO7WHWIKEHR,270,2
A2DO3HBE5HGVEN,270,2
A2NVEB91139A29,270,3
A31OCN4MNHUQ6W,270,3
A3CVCNNNRNO03T,270,1
ATVALOQVDCMZW,270,3
AZSDW7JJL5VA7,270,3
A16AZHD3CCD77Q,356,3
A1OT3A29R9N1DG,356,3
A1PXXEOGQ76RNJ,356,0
A1UFFJE2P4IZZ5,356,3
A1UKUDGXMHTYAR,356,3
A21US576U8SCO4,356,0
A29T6EIMK6R7O0,356,3
A2L8NPD29701AN,356,3
A35HNSSK5MHRAQ,356,3
A3SZQFHYDTOAPA,356,3
