worker,task,answer
A153PKAL7OAY36,13,0
A1T5QP821HMMGS,13,0
A2PPUWIXQTM43F,13,0
A317Q6CKB8GHBZ,13,2
A31OCN4MNHUQ6W,13,0
A361QEE8R11VE1,13,0
AA7JUQDEJKDB0,13,0
AOUMYCLO4I993,13,0
APYV9Y0DFZFVP,13,0
ATVALOQVDCMZW,13,0
A1DCIXV1JC91MY,17,0
A21A79J5ZWD42K,17,0
A23YQUBXZPKILZ,17,0
A2JP3HEL3J25AJ,17,0
A31OCN4MNHUQ6W,17,0
A32W20KGQXS0LL,17,0
A3GE97GX3OXJTW,17,0
A3MA9V9UPGCOK7,17,0
AZ1S5BIG5R6P6,17,0
AZSDW7JJL5VA7,17,0
A1253FXHCZ9CWM,75,1
A153PKAL7OAY36,75,1
A1JTOT0DWM6QGL,75,1
A21T6EF3XC7UMT,75,3
A25LQC7UPMAADF,75,1
A28ZHJ9ASQ49IY,75,2
A31OCN4MNHUQ6W,75,3
A3CVCNNNRNO03T,75,1
A4X14HN0F6KVW,75,2
AVWJPWUEE3U4Q,75,1
A1253FXHCZ9CWM,88,0
A153PKAL7OAY36,88,1
A22C0PJUBFJTI0,88,1
A31OCN4MNHUQ6W,88,1
A3220HG1O83HQ4,88,1
A35GER5TWMH9VP,88,1
A3CVCNNNRNO03T,88,1
A3JMQDTEKRE5X6,88,0
APYV9Y0DFZFVP,88,1
AVWJPWUEE3U4Q,88,1
A23YQUBXZPKILZ,92,3
A2CBFJLWW0QIFL,92,3
A2ITXTZLLTI4GO,92,0
A2JP3HEL3J25AJ,92,3
A2TQBNHGF2YP2E,92,1
A3FN8S0N5JNAL6,92,1
A3JMQDTEKRE5X6,92,0
APYV9Y0DFZFVP,92,3
A17OE8HU0QCX21,117,0
A1HIXWH4OXT8S4,117,0
A1IPNI2RIHO465,117,0
A1S58DCWOF80GQ,117,0
A2BTR0GQ5B5JI6,117,0
A2DTXAWLCQDOWZ,117,0
A2FDPXPDSAUVUA,117,0
A2L8NPD29701AN,117,0
A2YLF04UAKYVF1,117,0
A31OCN4MNHUQ6W,117,0
A3GE97GX3OXJTW,117,1
A3MA9V9UPGCOK7,117,0
A3NN88JE3JU6SK,117,0
A4AD9ZMVU9SVA,117,0
AAQNUEUU7H1Y5,117,0
AMIFAMFOZSX8I,117,0
ATVALOQVDCMZW,117,0
AZ1S5BIG5R6P6,117,0
A1DCIXV1JC91MY,121,0
A1JTOT0DWM6QGL,121,1
A21A79J5ZWD42K,121,0
A2FDPXPDSAUVUA,121,0
A2OHHPAUWFQW9A,121,0
A3220HG1O83HQ4,121,0
A35GER5TWMH9VP,121,0
ATVALOQVDCMZW,121,0
AVWJPWUEE3U4Q,121,0
AZ1S5BIG5R6P6,121,0
A21A79J5ZWD42K,181,0
A2DO3HBE5HGVEN,181,0
A2ITXTZLLTI4GO,181,0
A2VL24C5P7Y3DJ,181,1
A31OCN4MNHUQ6W,181,0
A3477QYMFXUC4I,181,0
A3JMQDTEKRE5X6,181,0
A3MA9V9UPGCOK7,181,0
AHSMUWLIX8N2F,181,0
ATVALOQVDCMZW,181,0
A13OE9GBRJ0S2U,183,2
A153PKAL7OAY36,183,2
A21A79J5ZWD42K,183,1
A270HOAHEVIFW0,183,1
A2JP3HEL3J25AJ,183,2
A3CVCNNNRNO03T,183,2
A3JMQDTEKRE5X6,183,0
A3MA9V9UPGCOK7,183,1
AHZGGN7YIKNZD,183,1
A2BTR0GQ5B5JI6,184,0
A2JP3HEL3J25AJ,184,0
A2PPUWIXQTM43F,184,0
A32NMQRHD2C7R5,184,0
A3477QYMFXUC4I,184,0
A3GE97GX3OXJTW,184,0
A3MA9V9UPGCOK7,184,0
A3MU5NDVE8YATT,184,2
ATFH1OABZJL68,184,0
AZSDW7JJL5VA7,184,0
A153PKAL7OAY36,189,0
A2AWCNQUUXWYT0,189,0
A2TOV7KSQSHSR2,189,0
A31OCN4MNHUQ6W,189,0
A3CVCNNNRNO03T,189,0
A3GE97GX3OXJTW,189,0
A3N8SU0BDM9N36,189,0
AC0YIZF6G5V9G,189,0
AOFQT4DJZHMK7,189,1
ATVALOQVDCMZW,189,0
A17OE8HU0QCX21,194,0
A1HIXWH4OXT8S4,194,0
A1PXXEOGQ76RNJ,194,0
A1UFFJE2P4IZZ5,194,0
A2AJO7WHWIKEHR,194,0
A2DO3HBE5HGVEN,194,0
A2ITXTZLLTI4GO,194,0
A2JP3HEL3J25AJ,194,0
A2LGX47NN7C5D3,194,0
A30WOL8QA55HR2,194,0
A31OCN4MNHUQ6W,194,0
A35HNSSK5MHRAQ,194,0
A3BH9WUYDK3LTT,194,0
A3GE97GX3OXJTW,194,1
A3MA9V9UPGCOK7,194,0
A3PARCXE6KN0UX,194,0
A4AD9ZMVU9SVA,194,1
AFHMR93GDJCGT,194,0
AZ1S5BIG5R6P6,194,0
A153PKAL7OAY36,243,1
A1PXXEOGQ76RNJ,243,0
A21US576U8SCO4,243,0
A23YQUBXZPKILZ,243,1
A2FDPXPDSAUVUA,243,1
A2VL24C5P7Y3DJ,243,1
A30WOL8QA55HR2,243,0
A37YC0D90LZF2M,243,1
A3H7UO6H2T6SD6,243,2
A3JMQDTEKRE5X6,243,0
A3OHT85E1990AL,243,0
A3PARCXE6KN0UX,243,1
AHY98D5P05XIV,243,0
APH5ON5IWQ0OH,243,0
APTFS1S88K5VC,243,0
AS51L372B5DDV,243,1
ATAMRO447HWJQ,243,0
AZ1S5BIG5R6P6,243,0
A12RE8G66WTO8B,255,0
A153PKAL7OAY36,255,0
A25CRC4AZY5KC1,255,0
A2BTR0GQ5B5JI6,255,0
A2PPUWIXQTM43F,255,0
A2ZWDLC6BJR3S7,255,0
A3FN8S0N5JNAL6,255,0
A3GE97GX3OXJTW,255,0
A3JMQDTEKRE5X6,255,0
APYV9Y0DFZFVP,255,0
A2AJO7WHWIKEHR,268,0
A2AWCNQUUXWYT0,268,0
A2BTR0GQ5B5JI6,268,0
A2FDPXPDSAUVUA,268,0
A2ITXTZLLTI4GO,268,0
A2TQBNHGF2YP2E,268,0
A37IG1AU82PLU,268,0
A3FN8S0N5JNAL6,268,0
A3MU5NDVE8YATT,268,1
A3NN88JE3JU6SK,268,3
A21A79J5ZWD42K,272,3
A25CRC4AZY5KC1,272,3
A28ZHJ9ASQ49IY,272,0
A2BTR0GQ5B5JI6,272,3
A2FDPXPDSAUVUA,272,3
A2VL24C5P7Y3DJ,272,1
