task,truth
3,0
47,0
49,0
68,0
117,1
132,0
138,0
187,0
206,0
236,0
242,0
259,0
273,0
285,0
297,0
308,0
335,0
338,0
372,0
375,0
414,0
427,0
453,0
545,0
582,0
602,0
615,0
626,0
631,0
659,0
697,0
716,0
729,0
744,1
757,0
769,0
812,0
813,0
831,0
858,0
865,0
899,0
900,0
922,0
924,0
967,0
970,0
992,1
1025,0
1044,0
1052,0
1064,0
1068,0
1093,0
1101,0
1139,0
1142,0
1149,0
1185,0
1194,0
1216,1
1255,0
1257,1
1293,0
1319,1
1370,0
1379,0
1403,0
1414,0
1439,0
1445,0
1456,0
1476,0
1507,0
1513,0
1524,0
1549,0
1562,0
1581,0
1591,0
1595,0
1598,0
1610,0
1640,0
1651,0
1674,0
1679,0
1713,1
1719,1
1757,0
1780,1
1796,0
1797,0
1802,0
1837,1
1856,0
1917,0
1939,0
1946,0
1975,0
