task,truth
40,0
60,1
69,0
72,0
96,0
108,0
124,0
165,0
175,0
201,0
232,0
256,0
267,0
274,0
290,0
303,0
304,0
377,0
417,0
422,0
428,0
447,0
463,0
484,0
495,0
500,0
501,0
535,0
552,0
574,0
592,0
658,0
664,0
676,0
692,0
693,0
701,0
707,0
748,1
764,0
807,0
860,0
863,0
914,0
919,0
941,0
943,0
947,0
950,0
957,0
976,0
986,0
1019,0
1035,0
1076,0
1088,0
1090,1
1098,0
1107,0
1112,0
1120,0
1127,0
1146,0
1159,0
1181,0
1182,0
1238,0
1262,0
1279,0
1287,0
1296,0
1302,0
1332,0
1337,1
1387,0
1392,0
1397,0
1418,0
1451,0
1454,0
1487,0
1528,0
1552,0
1571,0
1588,0
1623,0
1626,0
1647,0
1716,1
1730,0
1759,0
1782,0
1823,1
1846,0
1922,0
1947,0
1967,1
1973,0
1990,0
1995,1
