task,truth
11,0
19,0
43,0
45,0
57,1
103,0
119,0
134,1
148,0
174,0
189,0
208,0
241,0
313,0
332,0
371,0
372,0
377,0
378,0
380,0
392,0
411,0
432,0
471,0
475,0
481,0
488,0
490,0
504,0
523,0
533,0
597,0
598,0
638,0
695,0
700,0
734,0
745,0
751,0
822,0
851,0
882,0
926,0
928,0
949,0
961,0
999,0
1023,0
1049,0
1053,0
1054,0
1057,0
1080,0
1135,0
1148,0
1194,0
1206,0
1218,0
1293,0
1304,0
1309,0
1310,0
1311,0
1317,0
1368,1
1382,0
1391,0
1415,0
1441,0
1464,0
1470,0
1488,0
1549,0
1560,0
1601,1
1605,0
1610,0
1618,0
1626,0
1630,0
1679,0
1730,0
1736,0
1749,0
1755,0
1772,0
1784,0
1796,0
1801,0
1828,0
1841,0
1859,0
1880,0
1905,1
1943,0
1947,0
1949,0
1954,0
1969,0
1990,0
