task,truth
15,0
31,0
37,0
53,0
59,1
62,0
109,0
132,0
155,0
163,0
172,0
203,0
218,0
226,0
228,1
259,0
272,0
279,0
324,0
326,0
327,0
345,0
365,0
376,0
407,0
414,0
431,0
478,0
480,0
483,0
493,0
512,0
537,0
558,0
584,0
603,0
606,0
647,0
659,0
673,0
709,0
713,1
732,0
741,0
753,0
767,0
778,0
885,0
927,0
944,0
957,0
997,0
1002,0
1011,0
1020,0
1027,0
1056,0
1107,0
1118,0
1123,0
1160,0
1179,0
1187,1
1213,0
1219,0
1220,1
1230,0
1239,0
1268,0
1269,0
1329,1
1375,0
1383,0
1408,0
1411,0
1412,1
1431,0
1448,0
1456,0
1482,1
1498,0
1526,0
1528,0
1576,0
1597,0
1643,0
1645,0
1651,0
1659,0
1661,0
1744,0
1773,1
1806,0
1889,1
1895,0
1931,0
1937,0
1957,0
1965,0
1974,0
