task,truth
9,0
44,0
79,0
96,0
99,0
106,1
126,0
146,0
179,1
181,0
185,0
192,0
238,0
252,1
256,0
270,0
278,0
314,0
319,0
320,0
322,0
334,0
367,0
402,0
421,0
442,0
507,0
515,0
524,0
561,0
568,1
574,0
594,0
602,0
608,0
654,1
683,0
689,0
705,0
724,0
725,0
729,0
738,0
762,1
780,0
791,0
812,0
814,1
854,0
883,0
899,0
955,0
962,0
965,0
977,0
978,0
984,0
990,0
1022,0
1036,0
1070,0
1072,0
1141,0
1197,0
1207,0
1233,0
1298,0
1306,1
1358,0
1362,0
1384,0
1409,0
1430,0
1469,1
1500,0
1548,0
1566,0
1572,0
1589,0
1635,0
1664,0
1681,0
1684,0
1706,0
1713,1
1738,0
1789,1
1808,0
1834,0
1853,0
1860,0
1862,0
1867,0
1873,0
1918,0
1919,0
1976,1
1977,1
1985,0
1996,0
