task,truth
49,0
65,0
73,0
129,0
184,0
186,0
198,0
215,0
219,0
221,0
242,0
294,0
298,0
300,0
337,0
369,0
395,0
405,1
419,0
439,0
469,1
510,0
513,0
624,0
646,0
676,0
677,0
723,0
728,0
733,0
771,0
773,0
838,0
916,1
922,0
931,0
942,0
974,1
979,0
998,0
1035,0
1044,0
1074,0
1086,0
1098,0
1114,0
1122,1
1167,0
1168,0
1176,0
1177,0
1185,0
1189,0
1203,1
1222,0
1225,0
1229,0
1242,0
1252,0
1263,1
1273,0
1288,0
1289,1
1300,1
1305,0
1313,0
1331,0
1351,0
1392,0
1397,0
1399,0
1424,0
1435,0
1446,0
1460,0
1465,0
1467,0
1476,0
1487,0
1490,0
1493,0
1506,0
1540,0
1591,0
1616,0
1656,0
1709,0
1715,1
1719,1
1723,0
1739,0
1747,0
1753,0
1819,0
1829,0
1869,0
1870,0
1874,0
1875,1
1995,1
