task,truth
1,1
48,0
72,0
86,0
95,0
200,0
207,1
211,0
247,0
275,0
281,0
287,0
299,1
307,0
330,0
341,0
373,0
453,0
458,0
463,0
479,0
497,0
517,0
563,1
567,0
573,0
607,0
643,0
662,0
670,0
702,0
717,0
722,0
727,0
742,0
750,1
758,0
783,0
821,1
866,0
871,0
875,0
907,0
917,0
919,0
924,0
933,0
943,0
973,0
1006,0
1018,1
1021,1
1041,0
1093,0
1096,0
1112,0
1165,0
1174,0
1182,0
1201,0
1212,0
1223,0
1234,0
1240,0
1266,1
1277,0
1280,0
1281,0
1312,0
1318,0
1353,1
1361,0
1372,0
1389,0
1404,1
1451,0
1455,1
1466,0
1534,0
1537,0
1555,0
1568,0
1604,0
1607,0
1609,0
1627,0
1631,1
1686,0
1691,1
1694,0
1699,0
1763,0
1781,0
1783,0
1826,1
1835,0
1887,1
1901,0
1912,0
1941,0
